nitrogen,potassium,phosphorus,temperature,humidity,moisture,crop,soil_type,fertilizer_name,ph,organic_carbon,region,date,ec,nitrogen_is_zero,nitrogen_was_missing,phosphorus_is_zero,phosphorus_was_missing,potassium_is_zero,potassium_was_missing
33,3,0,30.17,61.17,53.11,Maize,Black,28-28,,,,,,0,0,1,0,0,0
34,0,0,28.91,55.03,35.94,Barley,Black,DAP,,,,,,0,0,1,0,1,0
2,18,19,34.07,61.51,36.87,Sugarcane,Clayey,DAP,,,,,,0,0,0,0,0,0
5,2,28,26.4,59.16,66.66,Wheat,Clayey,10-26-26,,,,,,0,0,0,0,0,0
11,0,10,31.02,66.2,60.1,Maize,Clayey,Urea,,,,,,0,0,0,0,1,0
8,0,15,31.29,58.97,28.89,Paddy,Black,28-28,,,,,,0,0,0,0,1,0
10,3,29,34.84,66.8,31.4,Wheat,Sandy,20-20,,,,,,0,0,0,0,0,0
37,0,0,23.48,63.5,56.68,Wheat,Loamy,10-26-26,,,,,,0,0,1,0,1,0
1,14,11,25.93,61.01,45.93,Barley,Loamy,17-17-17,,,,,,0,0,0,0,0,0
12,16,16,27.43,58.71,58.37,Paddy,Red,14-35-14,,,,,,0,0,0,0,0,0
13,10,33,30.03,44.92,39.54,Millets,Red,20-20,,,,,,0,0,0,0,0,0
8,0,10,26.19,59.96,28.29,Barley,Sandy,DAP,,,,,,0,0,0,0,1,0
11,3,41,40.0,75.3,35.46,Ground Nuts,Loamy,28-28,,,,,,0,0,0,0,0,0
7,0,14,23.66,48.48,70.0,Wheat,Black,DAP,,,,,,0,0,0,0,1,0
36,4,0,35.16,53.95,31.14,Maize,Loamy,Urea,,,,,,0,0,1,0,0,0
12,7,30,31.52,68.51,29.7,Millets,Clayey,Urea,,,,,,0,0,0,0,0,0
11,12,30,28.49,50.47,70.0,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,0,0
12,0,8,28.07,61.55,53.65,Millets,Red,17-17-17,,,,,,0,0,0,0,1,0
11,1,14,27.47,55.26,45.89,Millets,Sandy,14-35-14,,,,,,0,0,0,0,0,0
21,0,26,25.52,45.73,48.04,Paddy,Black,Urea,,,,,,0,0,0,0,1,0
41,0,0,31.99,67.57,54.82,Ground Nuts,Clayey,28-28,,,,,,0,0,1,0,1,0
37,0,2,32.18,59.36,26.84,Ground Nuts,Clayey,17-17-17,,,,,,0,0,0,0,1,0
21,0,19,24.2,49.32,38.13,Maize,Sandy,10-26-26,,,,,,0,0,0,0,1,0
8,13,17,35.23,57.62,49.82,Paddy,Clayey,10-26-26,,,,,,0,0,0,0,0,0
13,10,9,30.41,66.28,57.05,Millets,Black,20-20,,,,,,0,0,0,0,0,0
11,13,7,30.33,66.06,44.53,Maize,Red,10-26-26,,,,,,0,0,0,0,0,0
14,12,15,34.77,57.87,70.0,Ground Nuts,Red,17-17-17,,,,,,0,0,0,0,0,0
38,0,1,28.37,47.22,31.59,Ground Nuts,Sandy,10-26-26,,,,,,0,0,0,0,1,0
24,0,23,33.42,61.58,56.87,Maize,Sandy,14-35-14,,,,,,0,0,0,0,1,0
24,1,21,30.44,56.94,36.23,Maize,Loamy,14-35-14,,,,,,0,0,0,0,0,0
37,0,1,32.65,62.07,47.91,Wheat,Clayey,17-17-17,,,,,,0,0,0,0,1,0
10,3,35,38.42,61.78,34.65,Millets,Loamy,Urea,,,,,,0,0,0,0,0,0
11,13,17,30.14,57.67,49.19,Barley,Red,20-20,,,,,,0,0,0,0,0,0
5,11,27,23.31,62.72,32.33,Paddy,Clayey,17-17-17,,,,,,0,0,0,0,0,0
10,0,38,33.42,67.09,45.04,Wheat,Black,14-35-14,,,,,,0,0,0,0,1,0
38,2,0,36.41,65.44,34.56,Maize,Red,DAP,,,,,,0,0,1,0,0,0
35,0,1,24.11,43.34,38.58,Maize,Loamy,28-28,,,,,,0,0,0,0,1,0
20,1,19,27.1,57.17,39.17,Maize,Red,DAP,,,,,,0,0,0,0,0,0
8,2,8,25.68,50.02,55.22,Millets,Black,DAP,,,,,,0,0,0,0,0,0
10,14,21,33.95,67.15,51.1,Paddy,Sandy,14-35-14,,,,,,0,0,0,0,0,0
14,10,16,37.39,61.21,53.57,Barley,Clayey,20-20,,,,,,0,0,0,0,0,0
9,3,27,31.81,50.57,52.14,Barley,Sandy,10-26-26,,,,,,0,0,0,0,0,0
13,17,16,31.86,65.87,48.75,Sugarcane,Loamy,DAP,,,,,,0,0,0,0,0,0
7,3,10,24.71,56.84,68.61,Ground Nuts,Red,Urea,,,,,,0,0,0,0,0,0
8,5,17,21.15,56.41,40.51,Millets,Red,14-35-14,,,,,,0,0,0,0,0,0
2,5,31,33.21,64.6,57.98,Sugarcane,Red,28-28,,,,,,0,0,0,0,0,0
38,1,0,29.8,61.21,33.62,Sugarcane,Loamy,17-17-17,,,,,,0,0,1,0,0,0
41,2,0,31.94,61.2,41.82,Ground Nuts,Loamy,17-17-17,,,,,,0,0,1,0,0,0
6,0,33,34.38,64.34,40.91,Millets,Red,20-20,,,,,,0,0,0,0,1,0
16,0,41,24.68,55.24,24.69,Millets,Loamy,14-35-14,,,,,,0,0,0,0,1,0
10,19,8,34.2,66.08,42.67,Maize,Loamy,17-17-17,,,,,,0,0,0,0,0,0
16,0,40,29.82,52.4,40.42,Maize,Sandy,Urea,,,,,,0,0,0,0,1,0
11,0,40,40.0,65.47,42.28,Barley,Red,17-17-17,,,,,,0,0,0,0,1,0
26,2,18,32.91,66.66,40.05,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,0,0
8,0,11,24.29,67.06,44.48,Wheat,Loamy,DAP,,,,,,0,0,0,0,1,0
20,1,20,34.93,61.43,44.65,Sugarcane,Black,Urea,,,,,,0,0,0,0,0,0
36,0,2,23.71,63.86,35.37,Paddy,Sandy,10-26-26,,,,,,0,0,0,0,1,0
15,1,43,37.64,61.51,27.73,Maize,Loamy,DAP,,,,,,0,0,0,0,0,0
31,0,0,27.39,60.39,45.71,Millets,Clayey,10-26-26,,,,,,0,0,1,0,1,0
11,3,36,40.0,79.33,33.3,Millets,Loamy,17-17-17,,,,,,0,0,0,0,0,0
5,20,18,34.69,53.03,34.57,Millets,Clayey,20-20,,,,,,0,0,0,0,0,0
43,0,0,33.65,72.61,52.87,Ground Nuts,Loamy,10-26-26,,,,,,0,0,1,0,1,0
3,3,30,30.64,67.36,57.07,Paddy,Red,17-17-17,,,,,,0,0,0,0,0,0
17,0,22,32.34,55.71,38.14,Paddy,Sandy,28-28,,,,,,0,0,0,0,1,0
34,0,0,30.06,47.8,60.33,Barley,Loamy,20-20,,,,,,0,0,1,0,1,0
37,0,0,28.62,51.19,33.7,Maize,Clayey,14-35-14,,,,,,0,0,1,0,1,0
16,0,8,33.45,58.88,44.67,Maize,Red,DAP,,,,,,0,0,0,0,1,0
13,0,41,39.47,66.89,26.46,Barley,Red,28-28,,,,,,0,0,0,0,1,0
11,12,30,34.2,64.13,36.5,Millets,Sandy,20-20,,,,,,0,0,0,0,0,0
11,4,10,29.06,48.7,52.49,Millets,Black,17-17-17,,,,,,0,0,0,0,0,0
12,4,24,23.29,59.4,40.01,Wheat,Sandy,14-35-14,,,,,,0,0,0,0,0,0
17,1,29,34.89,53.59,52.87,Ground Nuts,Clayey,10-26-26,,,,,,0,0,0,0,0,0
15,0,37,31.11,61.64,58.52,Sugarcane,Loamy,20-20,,,,,,0,0,0,0,1,0
21,0,27,33.58,66.11,42.35,Ground Nuts,Clayey,14-35-14,,,,,,0,0,0,0,1,0
2,15,16,25.63,49.76,37.15,Wheat,Red,20-20,,,,,,0,0,0,0,0,0
12,3,41,27.14,56.05,30.48,Wheat,Sandy,20-20,,,,,,0,0,0,0,0,0
17,0,9,35.61,60.02,37.93,Paddy,Clayey,10-26-26,,,,,,0,0,0,0,1,0
36,0,2,24.25,40.87,70.0,Ground Nuts,Clayey,DAP,,,,,,0,0,0,0,1,0
12,13,32,32.28,53.91,52.3,Wheat,Red,20-20,,,,,,0,0,0,0,0,0
5,3,33,27.4,59.45,64.61,Maize,Loamy,20-20,,,,,,0,0,0,0,0,0
36,1,0,31.83,65.84,45.46,Maize,Sandy,10-26-26,,,,,,0,0,1,0,0,0
10,9,14,34.42,71.01,48.66,Sugarcane,Loamy,Urea,,,,,,0,0,0,0,0,0
18,0,36,34.54,66.58,57.85,Maize,Sandy,28-28,,,,,,0,0,0,0,1,0
45,0,0,25.8,66.1,30.14,Wheat,Clayey,17-17-17,,,,,,0,0,1,0,1,0
9,0,10,29.81,66.55,42.65,Wheat,Black,14-35-14,,,,,,0,0,0,0,1,0
40,2,1,34.59,64.16,61.6,Ground Nuts,Sandy,20-20,,,,,,0,0,0,0,0,0
35,1,0,35.73,62.22,25.88,Millets,Loamy,Urea,,,,,,0,0,1,0,0,0
11,3,36,22.62,60.09,38.4,Sugarcane,Black,Urea,,,,,,0,0,0,0,0,0
5,4,27,34.58,68.3,42.15,Sugarcane,Loamy,14-35-14,,,,,,0,0,0,0,0,0
35,1,0,40.0,72.81,54.19,Wheat,Black,20-20,,,,,,0,0,1,0,0,0
16,0,33,34.53,58.81,26.06,Maize,Clayey,20-20,,,,,,0,0,0,0,1,0
23,0,24,35.63,64.09,70.0,Ground Nuts,Sandy,14-35-14,,,,,,0,0,0,0,1,0
32,0,1,24.38,56.96,39.27,Barley,Sandy,10-26-26,,,,,,0,0,0,0,1,0
22,1,22,30.99,56.13,38.39,Maize,Black,Urea,,,,,,0,0,0,0,0,0
17,1,41,23.6,54.54,23.53,Paddy,Clayey,10-26-26,,,,,,0,0,0,0,0,0
43,4,0,40.0,80.0,43.34,Barley,Black,28-28,,,,,,0,0,1,0,0,0
12,1,11,33.92,55.94,43.63,Ground Nuts,Black,Urea,,,,,,0,0,0,0,0,0
24,2,16,26.83,46.99,40.08,Sugarcane,Loamy,Urea,,,,,,0,0,0,0,0,0
39,0,1,29.04,67.21,35.35,Millets,Loamy,20-20,,,,,,0,0,0,0,1,0
10,19,25,36.08,64.21,51.97,Ground Nuts,Red,14-35-14,,,,,,0,0,0,0,0,0
8,0,37,32.37,67.42,54.33,Wheat,Clayey,DAP,,,,,,0,0,0,0,1,0
7,0,7,30.79,61.55,57.57,Sugarcane,Loamy,10-26-26,,,,,,0,0,0,0,1,0
15,13,15,25.51,59.65,53.61,Sugarcane,Red,14-35-14,,,,,,0,0,0,0,0,0
3,0,10,31.69,56.25,40.99,Barley,Black,14-35-14,,,,,,0,0,0,0,1,0
13,15,11,33.3,63.72,45.46,Millets,Clayey,DAP,,,,,,0,0,0,0,0,0
17,0,9,27.44,56.5,34.3,Millets,Black,10-26-26,,,,,,0,0,0,0,1,0
11,6,27,39.42,64.09,20.97,Sugarcane,Red,DAP,,,,,,0,0,0,0,0,0
14,12,7,31.52,61.75,49.9,Maize,Black,28-28,,,,,,0,0,0,0,0,0
11,11,12,29.16,49.45,20.83,Sugarcane,Black,28-28,,,,,,0,0,0,0,0,0
15,4,11,24.33,46.07,28.21,Wheat,Clayey,20-20,,,,,,0,0,0,0,0,0
10,0,10,27.21,46.35,35.11,Millets,Loamy,17-17-17,,,,,,0,0,0,0,1,0
32,0,2,30.96,56.48,38.62,Paddy,Red,28-28,,,,,,0,0,0,0,1,0
39,2,3,25.46,55.52,34.53,Ground Nuts,Sandy,28-28,,,,,,0,0,0,0,0,0
14,0,4,31.13,57.22,49.42,Barley,Loamy,20-20,,,,,,0,0,0,0,1,0
9,11,16,25.05,44.34,25.92,Maize,Sandy,10-26-26,,,,,,0,0,0,0,0,0
7,23,21,38.39,61.8,54.73,Paddy,Sandy,28-28,,,,,,0,0,0,0,0,0
16,2,9,29.46,60.17,40.6,Millets,Red,20-20,,,,,,0,0,0,0,0,0
21,0,20,23.78,50.2,41.1,Wheat,Clayey,DAP,,,,,,0,0,0,0,1,0
15,0,5,34.81,60.62,53.89,Barley,Clayey,14-35-14,,,,,,0,0,0,0,1,0
26,1,20,30.78,58.39,37.15,Ground Nuts,Black,10-26-26,,,,,,0,0,0,0,0,0
10,0,37,29.0,66.29,61.94,Maize,Loamy,Urea,,,,,,0,0,0,0,1,0
12,4,33,29.39,57.26,57.53,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,0,0
16,1,7,27.0,52.82,49.08,Paddy,Loamy,28-28,,,,,,0,0,0,0,0,0
24,0,25,31.57,53.08,43.02,Sugarcane,Sandy,20-20,,,,,,0,0,0,0,1,0
11,2,34,30.48,67.9,25.48,Sugarcane,Clayey,28-28,,,,,,0,0,0,0,0,0
11,4,7,27.39,50.86,56.33,Ground Nuts,Clayey,28-28,,,,,,0,0,0,0,0,0
38,3,2,30.52,70.57,59.93,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,0,0
37,0,0,30.17,67.92,56.37,Paddy,Clayey,28-28,,,,,,0,0,1,0,1,0
3,13,18,30.79,52.36,42.22,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,0,0
5,10,26,30.1,62.4,52.64,Maize,Loamy,28-28,,,,,,0,0,0,0,0,0
8,11,31,38.72,58.9,38.91,Barley,Black,14-35-14,,,,,,0,0,0,0,0,0
42,0,1,35.93,77.82,40.02,Sugarcane,Black,DAP,,,,,,0,0,0,0,1,0
11,0,45,36.65,73.12,32.65,Millets,Sandy,DAP,,,,,,0,0,0,0,1,0
28,0,16,31.53,62.71,63.53,Ground Nuts,Red,20-20,,,,,,0,0,0,0,1,0
14,0,41,25.47,51.22,21.2,Barley,Loamy,DAP,,,,,,0,0,0,0,1,0
25,2,15,21.26,57.97,22.22,Maize,Clayey,20-20,,,,,,0,0,0,0,0,0
36,0,1,37.18,67.2,44.25,Ground Nuts,Clayey,14-35-14,,,,,,0,0,0,0,1,0
10,7,29,32.28,51.98,66.27,Barley,Red,28-28,,,,,,0,0,0,0,0,0
5,13,21,34.19,57.37,20.0,Wheat,Red,Urea,,,,,,0,0,0,0,0,0
8,3,31,35.41,63.84,41.24,Paddy,Clayey,DAP,,,,,,0,0,0,0,0,0
11,0,39,30.14,55.8,53.62,Millets,Loamy,17-17-17,,,,,,0,0,0,0,1,0
16,0,34,32.4,60.04,70.0,Maize,Sandy,17-17-17,,,,,,0,0,0,0,1,0
9,5,24,31.7,56.56,58.11,Barley,Red,Urea,,,,,,0,0,0,0,0,0
25,0,19,28.91,54.0,43.35,Paddy,Black,20-20,,,,,,0,0,0,0,1,0
39,0,4,27.59,46.47,42.99,Millets,Loamy,20-20,,,,,,0,0,0,0,1,0
36,0,3,31.88,55.48,48.99,Sugarcane,Sandy,14-35-14,,,,,,0,0,0,0,1,0
10,12,13,35.64,58.25,43.11,Barley,Sandy,17-17-17,,,,,,0,0,0,0,0,0
11,0,17,37.92,63.52,57.65,Barley,Sandy,20-20,,,,,,0,0,0,0,1,0
28,4,25,34.96,62.17,32.1,Barley,Clayey,28-28,,,,,,0,0,0,0,0,0
14,2,29,30.72,58.49,48.86,Millets,Red,28-28,,,,,,0,0,0,0,0,0
7,1,14,27.1,54.31,64.72,Ground Nuts,Sandy,14-35-14,,,,,,0,0,0,0,0,0
9,10,32,31.94,49.09,33.57,Sugarcane,Clayey,Urea,,,,,,0,0,0,0,0,0
5,6,31,25.13,65.26,63.03,Millets,Black,DAP,,,,,,0,0,0,0,0,0
9,0,11,33.23,54.63,32.08,Maize,Red,DAP,,,,,,0,0,0,0,1,0
12,4,38,30.1,76.55,35.94,Maize,Black,28-28,,,,,,0,0,0,0,0,0
13,3,13,33.57,71.2,44.05,Barley,Black,17-17-17,,,,,,0,0,0,0,0,0
21,0,25,25.63,62.5,43.69,Sugarcane,Loamy,DAP,,,,,,0,0,0,0,1,0
9,6,26,37.36,57.89,32.72,Millets,Black,28-28,,,,,,0,0,0,0,0,0
14,0,31,36.23,62.8,42.68,Maize,Clayey,Urea,,,,,,0,0,0,0,1,0
13,0,42,33.26,56.71,62.07,Paddy,Black,17-17-17,,,,,,0,0,0,0,1,0
11,0,16,26.65,60.53,40.45,Barley,Loamy,10-26-26,,,,,,0,0,0,0,1,0
1,19,19,36.16,66.29,49.05,Barley,Loamy,10-26-26,,,,,,0,0,0,0,0,0
26,0,14,36.4,55.65,42.68,Wheat,Clayey,14-35-14,,,,,,0,0,0,0,1,0
13,0,10,31.39,55.54,33.3,Wheat,Sandy,28-28,,,,,,0,0,0,0,1,0
35,3,4,29.26,52.37,64.7,Wheat,Clayey,10-26-26,,,,,,0,0,0,0,0,0
10,4,32,31.2,67.76,37.33,Barley,Loamy,20-20,,,,,,0,0,0,0,0,0
10,0,36,35.08,64.76,34.93,Paddy,Clayey,Urea,,,,,,0,0,0,0,1,0
22,0,28,36.48,63.8,37.03,Paddy,Red,17-17-17,,,,,,0,0,0,0,1,0
11,7,31,27.47,63.37,35.75,Paddy,Loamy,Urea,,,,,,0,0,0,0,0,0
16,0,14,29.7,47.21,42.8,Millets,Loamy,Urea,,,,,,0,0,0,0,1,0
41,0,0,34.31,64.07,56.1,Ground Nuts,Black,28-28,,,,,,0,0,1,0,1,0
14,15,18,35.48,77.07,59.6,Millets,Red,DAP,,,,,,0,0,0,0,0,0
6,6,28,30.43,52.13,20.0,Paddy,Loamy,Urea,,,,,,0,0,0,0,0,0
2,7,27,36.99,61.66,67.74,Sugarcane,Sandy,Urea,,,,,,0,0,0,0,0,0
21,3,25,32.06,71.03,52.21,Wheat,Clayey,20-20,,,,,,0,0,0,0,0,0
13,11,27,25.99,48.98,52.04,Ground Nuts,Clayey,20-20,,,,,,0,0,0,0,0,0
18,4,40,36.61,59.51,61.5,Maize,Black,20-20,,,,,,0,0,0,0,0,0
15,2,38,27.35,57.23,20.0,Paddy,Red,Urea,,,,,,0,0,0,0,0,0
42,0,1,39.57,71.95,48.79,Sugarcane,Black,10-26-26,,,,,,0,0,0,0,1,0
1,17,16,36.37,55.52,51.42,Ground Nuts,Red,Urea,,,,,,0,0,0,0,0,0
41,0,0,29.41,64.67,26.84,Ground Nuts,Loamy,DAP,,,,,,0,0,1,0,1,0
5,9,31,27.69,66.82,69.38,Millets,Sandy,DAP,,,,,,0,0,0,0,0,0
12,12,33,27.83,53.18,51.26,Maize,Clayey,17-17-17,,,,,,0,0,0,0,0,0
35,0,0,23.74,59.52,37.9,Millets,Clayey,28-28,,,,,,0,0,1,0,1,0
33,0,0,24.26,47.47,41.47,Barley,Red,14-35-14,,,,,,0,0,1,0,1,0
15,0,35,37.07,65.57,29.2,Millets,Red,17-17-17,,,,,,0,0,0,0,1,0
43,2,0,31.17,47.4,35.26,Barley,Loamy,17-17-17,,,,,,0,0,1,0,0,0
11,4,5,26.04,57.17,58.73,Maize,Black,14-35-14,,,,,,0,0,0,0,0,0
5,3,30,32.02,49.9,34.01,Barley,Clayey,17-17-17,,,,,,0,0,0,0,0,0
8,3,9,37.64,71.0,34.45,Paddy,Loamy,17-17-17,,,,,,0,0,0,0,0,0
9,9,29,40.0,64.82,34.91,Millets,Loamy,10-26-26,,,,,,0,0,0,0,0,0
7,0,37,34.52,54.84,20.39,Millets,Red,14-35-14,,,,,,0,0,0,0,1,0
5,0,13,24.19,52.78,62.25,Paddy,Sandy,10-26-26,,,,,,0,0,0,0,1,0
45,0,0,28.3,44.16,37.12,Millets,Sandy,17-17-17,,,,,,0,0,1,0,1,0
40,0,0,28.56,50.73,40.11,Ground Nuts,Black,DAP,,,,,,0,0,1,0,1,0
33,0,0,25.84,48.25,28.97,Maize,Black,17-17-17,,,,,,0,0,1,0,1,0
20,4,17,32.51,74.08,30.77,Wheat,Black,14-35-14,,,,,,0,0,0,0,0,0
7,11,18,34.34,64.59,64.54,Maize,Sandy,Urea,,,,,,0,0,0,0,0,0
8,4,25,31.72,46.57,33.12,Maize,Black,28-28,,,,,,0,0,0,0,0,0
34,0,0,28.46,47.43,43.66,Maize,Loamy,10-26-26,,,,,,0,0,1,0,1,0
8,4,10,31.91,56.92,56.68,Wheat,Clayey,14-35-14,,,,,,0,0,0,0,0,0
40,1,3,27.35,60.19,38.46,Paddy,Red,DAP,,,,,,0,0,0,0,0,0
11,1,10,27.47,50.13,43.95,Maize,Loamy,20-20,,,,,,0,0,0,0,0,0
17,0,24,29.17,56.11,33.33,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,1,0
9,2,6,28.47,43.34,70.0,Ground Nuts,Black,DAP,,,,,,0,0,0,0,0,0
15,20,12,26.53,54.66,31.33,Wheat,Sandy,Urea,,,,,,0,0,0,0,0,0
13,4,36,25.42,59.82,44.93,Barley,Black,10-26-26,,,,,,0,0,0,0,0,0
20,0,18,33.41,51.2,45.61,Maize,Red,17-17-17,,,,,,0,0,0,0,1,0
41,3,2,24.58,46.1,28.15,Paddy,Red,20-20,,,,,,0,0,0,0,0,0
12,3,9,24.28,65.84,55.13,Ground Nuts,Clayey,10-26-26,,,,,,0,0,0,0,0,0
36,1,0,37.55,64.6,43.06,Millets,Loamy,20-20,,,,,,0,0,1,0,0,0
18,4,41,24.94,59.33,39.15,Barley,Loamy,20-20,,,,,,0,0,0,0,0,0
13,17,9,36.65,55.69,61.93,Ground Nuts,Black,14-35-14,,,,,,0,0,0,0,0,0
23,4,17,30.7,65.78,39.17,Barley,Red,Urea,,,,,,0,0,0,0,0,0
13,11,10,31.92,64.08,56.9,Barley,Loamy,20-20,,,,,,0,0,0,0,0,0
13,5,24,24.19,48.21,44.34,Paddy,Black,14-35-14,,,,,,0,0,0,0,0,0
17,0,38,30.08,65.89,54.29,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,1,0
19,2,14,31.67,50.73,39.1,Wheat,Sandy,DAP,,,,,,0,0,0,0,0,0
40,0,2,29.32,47.61,44.18,Wheat,Loamy,28-28,,,,,,0,0,0,0,1,0
34,0,2,40.0,77.37,53.95,Sugarcane,Loamy,20-20,,,,,,0,0,0,0,1,0
8,0,32,33.43,54.28,50.93,Ground Nuts,Red,10-26-26,,,,,,0,0,0,0,1,0
9,4,31,33.69,65.59,44.33,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,0,0
6,0,10,22.93,58.97,53.96,Sugarcane,Black,Urea,,,,,,0,0,0,0,1,0
44,4,0,22.07,43.99,24.58,Sugarcane,Clayey,Urea,,,,,,0,0,1,0,0,0
9,17,17,30.94,49.05,21.4,Paddy,Black,Urea,,,,,,0,0,0,0,0,0
14,3,33,35.01,61.43,53.19,Wheat,Black,14-35-14,,,,,,0,0,0,0,0,0
8,12,33,27.47,49.35,52.45,Wheat,Red,14-35-14,,,,,,0,0,0,0,0,0
10,0,42,26.1,47.87,27.14,Wheat,Sandy,Urea,,,,,,0,0,0,0,1,0
6,23,18,37.5,61.09,54.31,Wheat,Black,17-17-17,,,,,,0,0,0,0,0,0
19,1,18,31.12,67.16,45.77,Barley,Red,10-26-26,,,,,,0,0,0,0,0,0
11,1,31,31.15,52.04,47.36,Paddy,Loamy,10-26-26,,,,,,0,0,0,0,0,0
20,0,20,31.39,65.28,55.06,Sugarcane,Clayey,17-17-17,,,,,,0,0,0,0,1,0
16,1,43,31.23,47.26,33.63,Wheat,Sandy,14-35-14,,,,,,0,0,0,0,0,0
37,0,0,33.15,56.83,29.47,Millets,Black,DAP,,,,,,0,0,1,0,1,0
22,3,19,28.74,45.6,40.97,Maize,Black,14-35-14,,,,,,0,0,0,0,0,0
10,9,31,36.5,63.95,29.3,Sugarcane,Clayey,20-20,,,,,,0,0,0,0,0,0
13,1,40,31.25,65.16,61.75,Barley,Red,28-28,,,,,,0,0,0,0,0,0
17,0,14,39.17,60.87,33.65,Sugarcane,Sandy,28-28,,,,,,0,0,0,0,1,0
20,0,17,22.03,55.73,44.87,Wheat,Sandy,DAP,,,,,,0,0,0,0,1,0
11,0,11,29.57,61.19,62.88,Paddy,Black,14-35-14,,,,,,0,0,0,0,1,0
35,0,0,30.44,73.8,29.62,Maize,Loamy,20-20,,,,,,0,0,1,0,1,0
7,10,17,27.38,58.03,33.27,Barley,Red,Urea,,,,,,0,0,0,0,0,0
8,9,13,32.77,69.64,45.76,Wheat,Sandy,17-17-17,,,,,,0,0,0,0,0,0
7,10,28,36.41,64.96,59.81,Sugarcane,Black,17-17-17,,,,,,0,0,0,0,0,0
19,1,28,33.79,66.5,37.64,Wheat,Sandy,14-35-14,,,,,,0,0,0,0,0,0
17,0,31,30.15,60.11,44.88,Maize,Red,Urea,,,,,,0,0,0,0,1,0
18,4,21,35.75,72.31,48.51,Sugarcane,Loamy,28-28,,,,,,0,0,0,0,0,0
41,0,3,32.08,58.58,35.11,Millets,Loamy,20-20,,,,,,0,0,0,0,1,0
37,2,0,29.95,45.82,45.65,Ground Nuts,Red,Urea,,,,,,0,0,1,0,0,0
21,0,19,29.26,50.69,34.13,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,1,0
5,16,17,28.69,51.59,39.81,Barley,Clayey,17-17-17,,,,,,0,0,0,0,0,0
13,3,6,24.47,41.96,66.66,Ground Nuts,Sandy,DAP,,,,,,0,0,0,0,0,0
13,13,20,27.86,60.04,35.19,Ground Nuts,Loamy,14-35-14,,,,,,0,0,0,0,0,0
39,0,2,29.87,53.12,36.23,Barley,Black,20-20,,,,,,0,0,0,0,1,0
5,0,8,28.65,55.95,65.2,Wheat,Loamy,17-17-17,,,,,,0,0,0,0,1,0
17,18,18,29.16,60.54,23.72,Maize,Black,28-28,,,,,,0,0,0,0,0,0
7,8,30,40.0,67.52,54.89,Sugarcane,Clayey,14-35-14,,,,,,0,0,0,0,0,0
3,12,29,25.43,65.1,28.58,Wheat,Loamy,28-28,,,,,,0,0,0,0,0,0
9,11,26,39.18,63.25,53.62,Wheat,Red,28-28,,,,,,0,0,0,0,0,0
24,0,19,27.84,60.23,45.59,Paddy,Red,14-35-14,,,,,,0,0,0,0,1,0
5,6,31,27.65,53.31,61.72,Millets,Clayey,Urea,,,,,,0,0,0,0,0,0
14,4,39,40.0,66.91,30.02,Millets,Loamy,14-35-14,,,,,,0,0,0,0,0,0
39,0,0,30.11,59.1,51.32,Maize,Black,14-35-14,,,,,,0,0,1,0,1,0
12,0,15,25.22,53.73,30.89,Sugarcane,Sandy,28-28,,,,,,0,0,0,0,1,0
3,14,15,29.14,53.05,39.37,Millets,Black,10-26-26,,,,,,0,0,0,0,0,0
38,3,0,32.25,57.98,33.41,Barley,Clayey,17-17-17,,,,,,0,0,1,0,0,0
15,0,37,25.26,57.8,26.57,Sugarcane,Red,Urea,,,,,,0,0,0,0,1,0
15,3,8,22.92,45.66,20.23,Maize,Clayey,14-35-14,,,,,,0,0,0,0,0,0
16,0,34,35.68,58.08,28.71,Paddy,Red,17-17-17,,,,,,0,0,0,0,1,0
18,4,17,22.5,42.27,32.46,Maize,Clayey,Urea,,,,,,0,0,0,0,0,0
10,3,31,31.52,60.7,46.13,Millets,Loamy,Urea,,,,,,0,0,0,0,0,0
43,0,0,27.84,69.92,32.53,Paddy,Loamy,DAP,,,,,,0,0,1,0,1,0
13,0,40,30.09,63.88,29.57,Barley,Red,17-17-17,,,,,,0,0,0,0,1,0
41,0,4,30.66,73.88,52.09,Barley,Loamy,28-28,,,,,,0,0,0,0,1,0
12,3,25,24.83,53.1,42.24,Maize,Red,17-17-17,,,,,,0,0,0,0,0,0
3,19,14,29.26,43.57,38.57,Wheat,Sandy,DAP,,,,,,0,0,0,0,0,0
10,3,13,33.46,60.05,38.08,Maize,Red,14-35-14,,,,,,0,0,0,0,0,0
16,0,41,37.04,64.29,36.18,Barley,Red,28-28,,,,,,0,0,0,0,1,0
10,7,26,38.74,57.13,29.33,Maize,Clayey,10-26-26,,,,,,0,0,0,0,0,0
12,0,44,30.89,51.81,22.19,Millets,Sandy,14-35-14,,,,,,0,0,0,0,1,0
14,0,41,32.42,64.25,35.46,Wheat,Loamy,28-28,,,,,,0,0,0,0,1,0
