Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type,soil_type,fertilizer_name
15,0,35,37.07,65.57,29.2,Millets,Red,17-17-17
43,2,0,31.17,47.4,35.26,Barley,Loamy,17-17-17
11,4,5,26.04,57.17,58.73,Maize,Black,14-35-14
5,3,30,32.02,49.9,34.01,Barley,Clayey,17-17-17
8,3,9,37.64,71.0,34.45,Paddy,Loamy,17-17-17
10,4,37,40.0,51.91,51.48,Pulses,Clayey,20-20
9,9,29,40.0,64.82,34.91,Millets,Loamy,10-26-26
7,0,37,34.52,54.84,20.39,Millets,Red,14-35-14
5,0,13,24.19,52.78,62.25,Paddy,Sandy,10-26-26
45,0,0,28.3,44.16,37.12,Millets,Sandy,17-17-17
40,0,0,28.56,50.73,40.11,Ground Nuts,Black,DAP
33,0,0,25.84,48.25,28.97,Maize,Black,17-17-17
16,2,35,32.82,72.68,67.27,Cotton,Red,14-35-14
15,9,11,29.11,41.5,57.5,Tobacco,Black,Urea
11,5,31,40.0,79.27,54.52,Oil seeds,Clayey,DAP
20,4,17,32.51,74.08,30.77,Wheat,Black,14-35-14
7,11,18,34.34,64.59,64.54,Maize,Sandy,Urea
8,4,25,31.72,46.57,33.12,Maize,Black,28-28
41,0,0,26.61,46.44,31.61,Tobacco,Clayey,17-17-17
37,0,0,34.99,61.26,46.53,Oil seeds,Red,Urea
34,0,0,28.46,47.43,43.66,Maize,Loamy,10-26-26
9,0,9,29.07,61.08,27.49,Pulses,Clayey,10-26-26
8,4,10,31.91,56.92,56.68,Wheat,Clayey,14-35-14
9,1,33,27.05,67.65,49.4,Pulses,Clayey,Urea
40,1,3,27.35,60.19,38.46,Paddy,Red,DAP
35,3,0,30.24,57.27,33.81,Cotton,Sandy,Urea
11,1,10,27.47,50.13,43.95,Maize,Loamy,20-20
17,0,24,29.17,56.11,33.33,Sugarcane,Clayey,14-35-14
9,2,6,28.47,43.34,70.0,Ground Nuts,Black,DAP
15,20,12,26.53,54.66,31.33,Wheat,Sandy,Urea
13,4,36,25.42,59.82,44.93,Barley,Black,10-26-26
20,0,18,33.41,51.2,45.61,Maize,Red,17-17-17
4,4,29,30.22,54.1,24.22,Cotton,Loamy,14-35-14
41,3,2,24.58,46.1,28.15,Paddy,Red,20-20
12,3,9,24.28,65.84,55.13,Ground Nuts,Clayey,10-26-26
36,1,0,37.55,64.6,43.06,Millets,Loamy,20-20
18,4,41,24.94,59.33,39.15,Barley,Loamy,20-20
25,0,15,31.22,71.21,39.47,Pulses,Clayey,28-28
11,0,17,29.92,70.82,61.95,Pulses,Red,Urea
14,2,40,29.22,57.62,50.47,Oil seeds,Loamy,28-28
43,2,0,29.23,69.81,40.31,Oil seeds,Red,10-26-26
8,1,11,23.9,45.41,23.75,Oil seeds,Red,20-20
11,0,11,21.36,44.67,49.8,Oil seeds,Clayey,10-26-26
11,9,32,25.73,50.6,20.0,Pulses,Red,14-35-14
5,12,29,24.48,49.05,33.85,Tobacco,Loamy,14-35-14
13,17,9,36.65,55.69,61.93,Ground Nuts,Black,14-35-14
25,0,28,35.8,52.09,38.81,Tobacco,Sandy,14-35-14
23,4,17,30.7,65.78,39.17,Barley,Red,Urea
9,12,33,26.47,52.63,37.92,Pulses,Clayey,28-28
17,3,9,28.61,63.87,29.29,Cotton,Red,DAP
19,2,40,33.19,51.22,31.92,Tobacco,Loamy,DAP
8,14,14,34.34,59.1,53.66,Pulses,Black,DAP
13,11,10,31.92,64.08,56.9,Barley,Loamy,20-20
13,5,24,24.19,48.21,44.34,Paddy,Black,14-35-14
9,12,28,32.55,64.38,28.02,Oil seeds,Black,28-28
17,0,38,30.08,65.89,54.29,Sugarcane,Loamy,28-28
19,2,14,31.67,50.73,39.1,Wheat,Sandy,DAP
14,2,34,30.61,57.26,56.71,Oil seeds,Clayey,14-35-14
40,0,2,29.32,47.61,44.18,Wheat,Loamy,28-28
34,0,2,40.0,77.37,53.95,Sugarcane,Loamy,20-20
8,0,32,33.43,54.28,50.93,Ground Nuts,Red,10-26-26
9,4,31,33.69,65.59,44.33,Sugarcane,Clayey,14-35-14
6,0,10,22.93,58.97,53.96,Sugarcane,Black,Urea
44,4,0,22.07,43.99,24.58,Sugarcane,Clayey,Urea
9,17,17,30.94,49.05,21.4,Paddy,Black,Urea
10,0,8,22.15,48.66,61.0,Oil seeds,Loamy,20-20
14,3,33,35.01,61.43,53.19,Wheat,Black,14-35-14
8,12,33,27.47,49.35,52.45,Wheat,Red,14-35-14
35,3,0,30.34,71.91,39.7,Oil seeds,Clayey,20-20
10,0,42,26.1,47.87,27.14,Wheat,Sandy,Urea
6,23,18,37.5,61.09,54.31,Wheat,Black,17-17-17
19,1,18,31.12,67.16,45.77,Barley,Red,10-26-26
13,1,31,38.12,68.6,34.16,Oil seeds,Sandy,14-35-14
4,11,25,33.08,69.06,68.37,Oil seeds,Red,DAP
35,0,3,37.86,56.43,47.62,Tobacco,Clayey,DAP
4,10,37,32.29,49.94,49.05,Cotton,Clayey,Urea
17,4,40,29.64,66.03,65.05,Tobacco,Black,14-35-14
11,1,31,31.15,52.04,47.36,Paddy,Loamy,10-26-26
16,0,10,32.31,64.95,55.13,Cotton,Sandy,20-20
20,0,20,31.39,65.28,55.06,Sugarcane,Clayey,17-17-17
16,1,43,31.23,47.26,33.63,Wheat,Sandy,14-35-14
37,0,0,33.15,56.83,29.47,Millets,Black,DAP
22,3,19,28.74,45.6,40.97,Maize,Black,14-35-14
10,9,31,36.5,63.95,29.3,Sugarcane,Clayey,20-20
13,1,40,31.25,65.16,61.75,Barley,Red,28-28
15,9,12,31.34,65.3,45.94,Cotton,Clayey,14-35-14
17,0,14,39.17,60.87,33.65,Sugarcane,Sandy,28-28
20,0,17,22.03,55.73,44.87,Wheat,Sandy,DAP
11,0,11,29.57,61.19,62.88,Paddy,Black,14-35-14
41,3,1,37.28,59.54,42.77,Oil seeds,Loamy,14-35-14
35,0,0,30.44,73.8,29.62,Maize,Loamy,20-20
16,0,9,28.69,53.0,41.72,Pulses,Red,14-35-14
7,10,17,27.38,58.03,33.27,Barley,Red,Urea
8,9,13,32.77,69.64,45.76,Wheat,Sandy,17-17-17
7,10,28,36.41,64.96,59.81,Sugarcane,Black,17-17-17
19,1,28,33.79,66.5,37.64,Wheat,Sandy,14-35-14
17,0,31,30.15,60.11,44.88,Maize,Red,Urea
18,4,21,35.75,72.31,48.51,Sugarcane,Loamy,28-28
41,0,3,32.08,58.58,35.11,Millets,Loamy,20-20
15,12,16,26.02,63.08,29.67,Oil seeds,Loamy,10-26-26
37,2,0,29.95,45.82,45.65,Ground Nuts,Red,Urea
21,0,19,29.26,50.69,34.13,Ground Nuts,Loamy,14-35-14
5,16,17,28.69,51.59,39.81,Barley,Clayey,17-17-17
13,3,6,24.47,41.96,66.66,Ground Nuts,Sandy,DAP
13,15,9,37.73,63.94,57.35,Oil seeds,Loamy,Urea
43,0,0,32.67,56.69,27.33,Cotton,Red,20-20
13,13,20,27.86,60.04,35.19,Ground Nuts,Loamy,14-35-14
39,0,2,29.87,53.12,36.23,Barley,Black,20-20
27,0,17,33.95,67.07,62.06,Tobacco,Red,28-28
21,0,19,22.85,48.3,34.63,Tobacco,Sandy,17-17-17
5,0,8,28.65,55.95,65.2,Wheat,Loamy,17-17-17
17,18,18,29.16,60.54,23.72,Maize,Black,28-28
7,8,30,40.0,67.52,54.89,Sugarcane,Clayey,14-35-14
3,12,29,25.43,65.1,28.58,Wheat,Loamy,28-28
13,0,36,31.04,55.09,20.0,Cotton,Black,20-20
9,11,26,39.18,63.25,53.62,Wheat,Red,28-28
24,0,19,27.84,60.23,45.59,Paddy,Red,14-35-14
5,6,31,27.65,53.31,61.72,Millets,Clayey,Urea
14,4,39,40.0,66.91,30.02,Millets,Loamy,14-35-14
7,0,46,26.64,56.92,41.8,Oil seeds,Black,Urea
42,0,2,33.92,70.15,30.72,Oil seeds,Sandy,Urea
39,0,0,30.11,59.1,51.32,Maize,Black,14-35-14
10,13,19,27.9,64.75,32.03,Pulses,Black,17-17-17
12,0,15,25.22,53.73,30.89,Sugarcane,Sandy,28-28
3,14,15,29.14,53.05,39.37,Millets,Black,10-26-26
38,3,0,32.25,57.98,33.41,Barley,Clayey,17-17-17
15,0,37,25.26,57.8,26.57,Sugarcane,Red,Urea
21,0,23,30.43,47.52,45.72,Oil seeds,Loamy,10-26-26
41,4,0,27.7,45.51,25.68,Oil seeds,Black,17-17-17
15,3,8,22.92,45.66,20.23,Maize,Clayey,14-35-14
16,0,34,35.68,58.08,28.71,Paddy,Red,17-17-17
18,4,17,22.5,42.27,32.46,Maize,Clayey,Urea
13,0,18,28.63,54.93,54.17,Oil seeds,Black,10-26-26
10,0,33,33.93,53.66,42.21,Tobacco,Loamy,Urea
10,3,31,31.52,60.7,46.13,Millets,Loamy,Urea
43,0,0,27.84,69.92,32.53,Paddy,Loamy,DAP
13,0,40,30.09,63.88,29.57,Barley,Red,17-17-17
41,0,4,30.66,73.88,52.09,Barley,Loamy,28-28
42,0,0,30.75,60.98,45.39,Pulses,Clayey,14-35-14
12,3,25,24.83,53.1,42.24,Maize,Red,17-17-17
3,19,14,29.26,43.57,38.57,Wheat,Sandy,DAP
10,3,13,33.46,60.05,38.08,Maize,Red,14-35-14
16,0,41,37.04,64.29,36.18,Barley,Red,28-28
10,7,26,38.74,57.13,29.33,Maize,Clayey,10-26-26
12,0,44,30.89,51.81,22.19,Millets,Sandy,14-35-14
14,0,41,32.42,64.25,35.46,Wheat,Loamy,28-28
19,4,20,24.94,59.04,40.73,Paddy,Loamy,17-17-17
13,4,37,24.57,56.6,34.73,Pulses,Clayey,Urea
2,10,32,34.8,58.49,45.25,Oil seeds,Clayey,Urea
7,0,37,25.54,65.98,69.67,Sugarcane,Black,10-26-26
11,0,42,33.34,55.85,23.34,Sugarcane,Red,10-26-26
40,0,4,29.55,56.78,47.37,Wheat,Clayey,17-17-17
21,3,16,27.34,51.79,44.97,Tobacco,Black,14-35-14
17,0,34,27.57,60.98,50.89,Tobacco,Red,Urea
16,2,16,35.14,67.73,25.02,Pulses,Red,17-17-17
26,0,20,33.45,62.3,57.89,Oil seeds,Loamy,DAP
38,0,1,34.73,60.41,49.08,Millets,Clayey,10-26-26
4,0,15,34.28,68.72,56.54,Tobacco,Black,DAP
10,3,28,30.2,54.14,39.71,Maize,Black,DAP
39,0,0,38.61,75.37,60.29,Millets,Clayey,20-20
2,9,32,32.47,65.43,40.33,Sugarcane,Red,20-20
42,0,0,31.28,72.17,31.32,Pulses,Loamy,Urea
3,20,21,36.14,63.2,37.97,Sugarcane,Sandy,Urea
21,0,23,27.09,52.83,49.64,Barley,Clayey,14-35-14
26,0,15,28.62,51.24,41.5,Paddy,Loamy,28-28
18,0,28,29.46,59.83,48.05,Millets,Clayey,10-26-26
37,0,2,35.21,61.64,45.77,Maize,Sandy,28-28
26,3,21,35.02,64.12,70.0,Millets,Sandy,28-28
13,6,24,33.34,59.29,44.65,Oil seeds,Loamy,DAP
13,15,15,33.5,58.47,55.58,Oil seeds,Red,Urea
9,2,38,25.03,57.3,62.78,Paddy,Red,28-28
24,3,23,32.43,70.44,32.33,Tobacco,Sandy,28-28
20,0,14,29.68,59.53,42.04,Maize,Loamy,20-20
36,4,0,30.83,69.5,31.71,Oil seeds,Clayey,DAP
36,3,0,29.84,46.49,36.19,Barley,Sandy,28-28
38,4,0,31.89,47.95,33.53,Paddy,Sandy,17-17-17
25,4,22,30.41,53.73,52.34,Millets,Clayey,14-35-14
31,0,1,29.82,58.39,34.31,Oil seeds,Loamy,DAP
13,0,11,29.69,68.57,47.16,Wheat,Loamy,28-28
11,0,34,31.03,67.49,41.49,Oil seeds,Loamy,20-20
17,0,25,30.98,62.94,45.32,Pulses,Loamy,Urea
40,3,0,23.66,48.21,29.87,Tobacco,Black,28-28
22,1,17,25.86,56.56,25.32,Oil seeds,Red,DAP
12,8,34,24.37,52.52,35.28,Maize,Sandy,10-26-26
16,0,41,35.64,78.63,32.96,Ground Nuts,Loamy,DAP
21,0,18,34.27,53.73,40.07,Millets,Red,17-17-17
10,0,11,28.27,53.31,44.56,Maize,Clayey,20-20
15,0,37,36.59,60.09,43.56,Sugarcane,Loamy,DAP
9,4,36,21.74,43.12,38.4,Oil seeds,Clayey,14-35-14
6,14,9,26.44,66.54,46.85,Tobacco,Black,17-17-17
8,0,18,28.84,67.18,30.09,Maize,Sandy,20-20
12,0,40,36.0,66.76,66.18,Tobacco,Red,DAP
37,0,1,35.56,58.03,40.89,Paddy,Black,14-35-14
15,0,14,35.35,55.95,45.52,Paddy,Sandy,10-26-26
20,0,19,26.74,52.72,36.02,Wheat,Red,Urea
9,0,37,37.23,75.19,30.93,Ground Nuts,Sandy,10-26-26
5,6,30,28.35,64.21,60.8,Tobacco,Sandy,20-20
17,0,21,21.54,44.06,29.56,Maize,Loamy,DAP
10,0,13,33.42,58.66,41.67,Tobacco,Clayey,28-28
13,1,34,32.22,54.87,69.52,Cotton,Loamy,DAP
36,0,3,32.39,62.04,43.21,Paddy,Black,14-35-14
33,0,0,27.02,45.11,48.36,Tobacco,Black,Urea
7,0,3,24.06,61.27,35.5,Barley,Clayey,28-28
13,14,8,21.63,46.14,40.71,Cotton,Clayey,DAP
8,5,28,23.77,56.55,20.0,Barley,Clayey,10-26-26
36,2,0,21.54,46.95,31.7,Paddy,Clayey,20-20
41,4,0,23.2,50.07,39.24,Maize,Red,Urea
9,13,26,36.02,60.38,61.57,Pulses,Loamy,28-28
19,0,23,34.17,61.19,52.4,Oil seeds,Sandy,28-28
39,0,0,22.6,55.01,40.3,Cotton,Clayey,DAP
26,2,16,27.44,57.01,28.59,Wheat,Black,14-35-14
4,11,20,25.8,48.06,42.13,Cotton,Loamy,14-35-14
11,3,39,39.49,59.18,34.57,Cotton,Loamy,10-26-26
13,11,18,26.64,53.53,43.92,Oil seeds,Clayey,14-35-14
13,0,17,32.09,75.71,34.53,Barley,Sandy,14-35-14
39,1,0,25.79,48.09,58.09,Pulses,Sandy,17-17-17
24,4,15,24.8,52.55,31.96,Barley,Clayey,DAP
14,4,36,33.69,70.29,30.14,Pulses,Clayey,10-26-26
11,0,38,29.34,50.88,56.44,Cotton,Loamy,17-17-17
11,3,40,37.46,66.33,49.74,Pulses,Sandy,28-28
30,0,2,33.0,70.78,53.38,Maize,Black,Urea
8,3,35,25.32,60.92,27.45,Cotton,Loamy,28-28
11,0,39,30.49,62.68,54.33,Sugarcane,Red,28-28
6,0,34,30.32,74.54,28.58,Pulses,Loamy,14-35-14
12,0,6,32.0,69.46,51.38,Cotton,Black,DAP
12,0,36,30.09,50.47,63.24,Barley,Sandy,14-35-14
7,14,14,32.55,61.3,70.0,Tobacco,Clayey,28-28
25,0,22,29.27,44.77,37.58,Maize,Sandy,DAP
16,0,36,28.93,67.15,49.11,Pulses,Loamy,28-28
13,0,33,27.16,59.89,53.85,Millets,Black,DAP
34,4,4,33.73,70.72,33.03,Maize,Red,20-20
15,0,41,39.43,54.27,49.34,Maize,Sandy,17-17-17
6,8,14,26.07,69.48,54.33,Oil seeds,Clayey,20-20
17,0,25,32.35,60.72,43.59,Millets,Red,20-20
10,5,32,34.2,76.61,35.31,Sugarcane,Sandy,20-20
37,2,0,34.55,55.64,37.76,Barley,Sandy,10-26-26
25,0,22,20.22,58.88,39.39,Sugarcane,Sandy,28-28
40,3,1,33.17,52.85,22.87,Cotton,Sandy,10-26-26
38,0,0,37.79,67.0,32.71,Paddy,Sandy,DAP
13,3,34,27.98,60.54,46.23,Maize,Sandy,Urea
10,14,21,27.24,51.2,39.43,Millets,Sandy,28-28
34,0,0,34.9,57.7,66.08,Wheat,Red,17-17-17
7,0,10,31.77,61.86,29.83,Millets,Loamy,14-35-14
21,0,26,27.38,63.54,38.63,Ground Nuts,Loamy,10-26-26
34,0,0,30.85,61.14,54.1,Sugarcane,Red,14-35-14
12,13,31,34.43,53.83,67.15,Maize,Clayey,17-17-17
14,6,27,32.02,55.71,67.83,Maize,Clayey,20-20
41,0,3,30.87,48.15,28.62,Oil seeds,Loamy,20-20
15,19,14,30.34,65.67,31.36,Barley,Sandy,DAP
7,10,25,39.88,61.95,47.99,Ground Nuts,Black,14-35-14
7,18,17,25.91,49.54,54.66,Oil seeds,Loamy,Urea
8,17,19,26.43,46.63,42.08,Maize,Sandy,17-17-17
16,2,40,30.48,65.53,69.54,Oil seeds,Black,10-26-26
35,0,0,36.97,55.81,41.5,Ground Nuts,Clayey,DAP
7,3,39,27.63,60.94,44.64,Paddy,Red,28-28
3,16,11,24.24,45.83,31.62,Paddy,Clayey,28-28
38,0,4,36.09,59.96,40.07,Wheat,Red,28-28
26,0,19,29.1,73.96,55.31,Oil seeds,Clayey,DAP
8,18,21,31.11,59.97,37.7,Tobacco,Red,DAP
9,17,15,22.24,53.86,57.32,Ground Nuts,Red,Urea
20,0,23,27.82,55.13,42.05,Tobacco,Sandy,Urea
7,0,42,39.12,70.65,46.22,Maize,Clayey,20-20
27,0,17,25.31,51.79,51.38,Tobacco,Clayey,10-26-26
39,0,1,31.03,60.24,49.2,Sugarcane,Sandy,28-28
11,0,10,34.83,50.31,46.32,Millets,Sandy,20-20
8,0,43,37.71,79.73,38.27,Paddy,Black,DAP
16,18,13,24.45,67.55,32.45,Ground Nuts,Red,20-20
11,0,37,37.69,72.0,68.84,Oil seeds,Sandy,17-17-17
39,0,0,29.54,53.63,58.72,Paddy,Clayey,10-26-26
35,0,3,29.25,48.93,39.46,Paddy,Clayey,20-20
11,10,9,26.75,59.07,20.0,Barley,Clayey,20-20
13,2,40,22.76,48.63,20.61,Sugarcane,Clayey,10-26-26
14,8,19,24.26,46.73,63.59,Millets,Clayey,28-28
12,7,32,31.35,50.33,31.43,Tobacco,Loamy,28-28
8,12,27,35.06,63.37,43.28,Cotton,Sandy,17-17-17
34,0,0,35.85,66.05,54.54,Paddy,Loamy,10-26-26
42,4,0,35.75,63.33,35.33,Oil seeds,Clayey,28-28
22,0,16,24.06,50.18,49.03,Millets,Sandy,20-20
19,0,27,35.64,52.08,40.4,Wheat,Black,14-35-14
27,1,23,30.3,48.94,35.02,Ground Nuts,Black,28-28
21,0,20,30.14,73.6,67.33,Tobacco,Red,DAP
10,8,26,33.84,63.74,29.44,Cotton,Black,DAP
11,0,44,31.5,63.37,26.54,Wheat,Clayey,DAP
5,11,28,31.37,66.0,54.39,Millets,Black,28-28
38,0,0,24.09,56.99,25.25,Sugarcane,Red,Urea
5,6,35,28.75,58.24,64.26,Cotton,Clayey,DAP
8,14,23,29.46,54.26,34.31,Paddy,Clayey,17-17-17
21,1,15,32.22,54.1,33.62,Ground Nuts,Red,14-35-14
10,22,12,29.28,59.35,30.16,Cotton,Clayey,14-35-14
9,0,38,25.75,50.81,43.31,Barley,Clayey,28-28
43,0,0,29.84,52.93,40.42,Oil seeds,Clayey,10-26-26
11,0,15,31.58,72.67,27.01,Maize,Clayey,DAP
26,0,27,35.52,53.01,36.3,Sugarcane,Clayey,20-20
10,14,31,24.01,50.76,23.95,Sugarcane,Clayey,20-20
12,0,35,28.52,53.93,37.44,Oil seeds,Black,14-35-14
6,11,35,27.56,69.63,55.59,Barley,Black,20-20
13,7,19,34.13,60.59,68.17,Tobacco,Red,Urea
11,12,28,35.28,59.92,52.55,Oil seeds,Black,Urea
5,4,33,34.8,59.38,24.81,Paddy,Red,20-20
35,3,0,39.55,79.33,53.87,Tobacco,Red,Urea
21,0,22,27.27,70.2,48.0,Sugarcane,Black,Urea
11,0,18,40.0,60.57,39.92,Pulses,Black,28-28
13,4,39,35.0,71.76,41.14,Tobacco,Clayey,28-28
41,4,0,32.67,72.64,62.88,Millets,Clayey,17-17-17
14,0,16,30.88,57.26,21.02,Cotton,Clayey,17-17-17
7,22,21,35.06,71.81,44.59,Paddy,Red,20-20
37,0,3,27.2,53.22,65.54,Millets,Black,14-35-14
11,14,16,31.64,57.41,46.37,Oil seeds,Red,14-35-14
3,13,11,23.83,54.44,52.12,Cotton,Clayey,10-26-26
6,12,33,34.53,50.56,59.52,Millets,Red,14-35-14
37,4,0,32.26,46.78,65.84,Oil seeds,Clayey,28-28
9,0,36,33.72,54.76,55.49,Millets,Loamy,DAP
37,0,0,31.51,61.78,30.0,Cotton,Loamy,14-35-14
11,4,36,39.52,68.5,46.86,Maize,Red,DAP
25,0,18,29.04,69.4,35.7,Paddy,Loamy,14-35-14
12,0,40,29.36,57.52,28.75,Barley,Clayey,DAP
9,15,10,31.55,55.2,56.98,Millets,Clayey,17-17-17
11,0,6,30.73,58.57,39.43,Paddy,Red,20-20
24,0,17,21.81,44.3,53.45,Maize,Loamy,14-35-14
14,4,44,28.73,53.76,21.09,Paddy,Red,20-20
9,3,35,30.44,50.27,63.48,Oil seeds,Clayey,Urea
19,0,17,26.71,61.14,45.55,Ground Nuts,Sandy,Urea
4,5,29,33.67,60.82,20.16,Cotton,Clayey,Urea
17,2,14,30.18,58.08,31.69,Tobacco,Red,10-26-26
8,3,39,30.96,71.75,32.0,Ground Nuts,Black,Urea
9,18,11,27.86,65.21,33.52,Wheat,Sandy,10-26-26
40,3,1,23.48,62.95,44.68,Wheat,Red,Urea
9,9,25,25.76,59.69,42.9,Paddy,Clayey,Urea
43,0,4,34.01,66.76,38.99,Wheat,Sandy,14-35-14
41,2,1,28.1,63.12,59.22,Wheat,Clayey,20-20
17,4,19,36.54,59.79,31.06,Maize,Sandy,DAP
11,3,6,36.4,64.47,41.6,Pulses,Black,Urea
36,0,0,29.53,62.5,21.78,Cotton,Black,28-28
8,3,9,26.54,60.09,68.52,Wheat,Clayey,14-35-14
0,12,30,34.58,71.62,47.49,Barley,Black,DAP
14,0,34,31.48,62.41,24.55,Sugarcane,Sandy,17-17-17
10,22,18,34.25,73.85,41.28,Barley,Black,17-17-17
22,1,21,25.08,62.43,46.48,Oil seeds,Loamy,20-20
38,2,0,28.44,55.65,65.23,Pulses,Sandy,28-28
33,0,1,25.89,50.14,30.58,Cotton,Red,28-28
7,3,37,32.12,77.32,23.3,Millets,Black,17-17-17
1,6,29,34.41,61.06,44.38,Barley,Clayey,28-28
8,6,27,34.19,62.08,20.0,Paddy,Black,10-26-26
6,0,12,38.22,57.94,50.07,Paddy,Sandy,17-17-17
12,0,42,27.87,55.62,31.24,Ground Nuts,Loamy,20-20
3,12,17,27.56,65.73,22.89,Tobacco,Sandy,28-28
16,0,30,28.02,48.4,57.89,Maize,Sandy,10-26-26
17,0,32,24.06,59.62,70.0,Sugarcane,Red,10-26-26
8,3,33,23.7,61.92,38.39,Maize,Clayey,Urea
5,15,12,26.86,65.22,55.92,Millets,Red,20-20
17,0,20,33.41,52.42,48.93,Tobacco,Red,DAP
42,3,0,24.1,54.53,37.08,Paddy,Black,Urea
10,0,38,30.76,52.1,45.25,Ground Nuts,Clayey,10-26-26
14,0,38,33.33,67.32,54.05,Maize,Red,Urea
9,0,31,32.57,60.04,49.72,Ground Nuts,Black,10-26-26
15,21,16,33.14,49.74,33.96,Ground Nuts,Red,17-17-17
19,0,24,36.86,63.61,26.57,Oil seeds,Clayey,20-20
19,0,20,31.44,53.24,45.64,Oil seeds,Sandy,Urea
39,4,4,24.61,49.42,45.94,Millets,Black,20-20
44,1,0,31.16,52.39,22.68,Maize,Loamy,28-28
6,11,25,31.73,64.39,55.77,Oil seeds,Black,28-28
34,3,4,27.73,55.39,44.28,Tobacco,Black,Urea
27,0,21,29.91,67.67,41.74,Wheat,Sandy,DAP
44,0,2,28.48,69.72,42.47,Millets,Clayey,20-20
4,7,28,26.37,52.84,20.0,Wheat,Clayey,20-20
38,0,0,37.29,68.48,37.23,Cotton,Clayey,20-20
27,1,15,27.28,49.29,53.75,Ground Nuts,Loamy,17-17-17
9,13,29,28.54,52.41,56.61,Maize,Sandy,17-17-17
22,2,21,35.52,58.55,37.93,Oil seeds,Loamy,28-28
12,2,39,34.31,59.99,45.08,Cotton,Red,20-20
12,0,12,22.21,52.71,52.42,Sugarcane,Clayey,28-28
5,0,11,32.06,70.94,66.54,Tobacco,Black,Urea
15,0,39,39.45,61.53,28.76,Sugarcane,Loamy,14-35-14
6,18,21,28.44,52.58,36.69,Barley,Black,Urea
18,0,21,24.39,61.39,39.84,Barley,Sandy,14-35-14
35,0,0,27.7,55.99,39.51,Wheat,Clayey,Urea
18,0,17,27.84,67.18,46.95,Cotton,Black,10-26-26
17,0,23,24.56,58.5,32.41,Oil seeds,Clayey,17-17-17
18,0,18,32.07,67.78,33.63,Wheat,Clayey,28-28
10,8,26,31.04,52.32,62.57,Sugarcane,Loamy,17-17-17
7,0,18,24.82,49.2,36.28,Paddy,Clayey,17-17-17
38,4,0,29.17,47.64,58.77,Oil seeds,Clayey,DAP
24,3,27,22.49,53.29,40.75,Ground Nuts,Loamy,17-17-17
7,9,16,30.17,51.2,34.47,Ground Nuts,Black,28-28
10,0,44,29.86,52.39,28.29,Sugarcane,Loamy,Urea
0,21,19,26.36,64.53,20.0,Sugarcane,Black,17-17-17
9,13,18,29.94,57.63,50.05,Pulses,Loamy,10-26-26
9,11,14,24.42,60.92,38.85,Tobacco,Sandy,DAP
7,2,39,35.93,62.74,49.08,Ground Nuts,Sandy,10-26-26
39,3,0,28.33,55.61,32.04,Cotton,Clayey,14-35-14
26,0,25,32.95,64.98,33.74,Maize,Clayey,14-35-14
8,0,39,25.86,69.87,40.56,Barley,Clayey,10-26-26
19,3,21,32.74,52.59,32.29,Pulses,Sandy,14-35-14
10,10,32,27.17,60.75,56.14,Ground Nuts,Red,Urea
31,4,0,24.86,49.39,31.93,Paddy,Red,17-17-17
44,0,0,40.0,74.58,50.59,Oil seeds,Black,10-26-26
18,2,33,26.12,62.49,63.64,Barley,Sandy,DAP
12,0,39,29.0,56.76,20.0,Cotton,Sandy,Urea
24,0,19,32.73,57.84,40.73,Oil seeds,Sandy,20-20
14,0,40,29.99,62.67,29.97,Millets,Sandy,Urea
23,0,19,26.67,56.31,37.51,Maize,Red,20-20
9,0,32,33.3,67.48,42.24,Barley,Loamy,17-17-17
11,0,42,35.44,66.64,32.53,Paddy,Sandy,17-17-17
10,3,40,33.13,57.08,25.06,Oil seeds,Black,Urea
15,0,36,35.11,62.94,34.46,Pulses,Sandy,Urea
13,0,14,29.01,61.71,48.57,Paddy,Sandy,Urea
34,0,0,38.94,75.61,49.89,Maize,Clayey,DAP
9,0,7,30.55,51.34,42.6,Sugarcane,Black,17-17-17
18,1,15,28.16,58.55,25.26,Barley,Clayey,20-20
4,4,29,40.0,64.09,46.49,Tobacco,Sandy,Urea
12,4,5,29.35,62.25,39.85,Ground Nuts,Loamy,Urea
9,15,16,26.48,62.9,33.45,Oil seeds,Sandy,DAP
11,1,9,27.66,47.56,41.75,Ground Nuts,Black,10-26-26
21,0,18,35.72,68.72,25.91,Wheat,Red,20-20
36,0,3,28.79,48.06,37.93,Wheat,Loamy,28-28
43,3,1,34.17,58.77,44.38,Sugarcane,Sandy,28-28
23,4,15,26.8,44.21,38.52,Ground Nuts,Sandy,14-35-14
33,0,1,28.95,59.12,26.9,Wheat,Black,10-26-26
38,1,0,32.83,68.78,37.84,Wheat,Sandy,10-26-26
35,0,4,25.25,45.43,65.6,Cotton,Black,14-35-14
28,4,22,30.33,62.51,68.4,Tobacco,Sandy,20-20
39,1,4,32.02,63.85,28.71,Maize,Red,17-17-17
35,0,3,31.17,55.69,40.48,Wheat,Loamy,17-17-17
10,16,18,28.93,70.5,64.49,Maize,Black,10-26-26
25,4,19,30.87,63.26,31.49,Cotton,Black,28-28
38,0,0,25.69,62.47,65.56,Paddy,Black,17-17-17
7,4,9,28.09,62.05,41.9,Wheat,Red,14-35-14
14,4,18,32.56,65.99,36.24,Ground Nuts,Loamy,20-20
