Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Crop
63.79,51.01,227.31,6.06,60.71,22.03,Chili
52.45,54.04,247.51,6.37,62.01,23.09,Chili
75.31,34.4,169.63,6.31,77.12,25.64,Chili
67.59,47.6,246.91,6.54,60.59,23.43,Chili
42.96,36.06,237.41,6.27,65.8,26.35,Chili
60.39,47.62,242.33,5.52,65.21,27.68,Eggplant
61.93,35.59,201.39,6.08,61.05,23.17,Chili
54.46,56.43,174.06,6.23,77.95,22.35,Chili
61.11,50.8,284.85,5.86,65.33,31.11,Eggplant
50.55,51.21,225.38,6.08,62.71,29.72,Eggplant
72.61,61.87,282.46,5.83,66.24,28.26,Eggplant
71.53,40.48,215.81,6.28,69.09,27.46,Eggplant
70.91,35.71,175.7,6.2,73.44,27.45,Chili
75.18,55.65,151.02,6.65,70.55,22.09,Chili
83.7,66.02,298.83,6.57,63.65,23.69,Eggplant
58.26,41.23,251.1,6.33,66.76,25.88,Eggplant
92.57,57.33,220.19,6.61,65.98,26.13,Eggplant
65.39,36.47,214.25,6.03,63.08,21.15,Chili
50.88,33.23,206.64,6.13,63.08,26.64,Chili
42.9,43.75,249.85,6.8,61.47,22.13,Chili
59.05,55.18,245.26,6.63,64.87,21.46,Chili
64.27,45.56,235.57,6.36,60.98,31.92,Eggplant
69.15,51.96,188.29,6.2,62.84,25.12,Chili
48.1,41.55,224.65,6.35,71.6,25.12,Chili
41.19,34.37,150.99,6.64,78.87,20.85,Chili
64.41,48.93,186.65,6.29,78.37,22.82,Chili
42.4,47.42,225.53,6.28,75.85,25.0,Chili
75.19,67.14,250.77,5.88,61.51,30.69,Eggplant
49.35,49.35,222.62,6.04,63.08,22.43,Chili
62.69,56.95,234.19,5.94,67.27,28.86,Eggplant
66.14,30.59,218.97,6.33,67.61,25.47,Chili
73.11,59.03,231.17,6.72,73.28,25.08,Chili
62.48,68.09,219.02,6.24,65.0,25.1,Eggplant
47.59,44.45,197.55,6.05,68.02,24.77,Chili
67.99,50.27,187.03,6.46,66.48,23.64,Chili
52.35,60.65,216.2,6.16,63.41,31.6,Eggplant
58.43,47.6,152.74,6.09,61.35,26.34,Chili
50.26,46.36,220.43,6.77,78.44,28.21,Chili
86.62,46.81,208.65,6.17,61.47,23.48,Eggplant
72.2,60.1,208.54,6.73,67.59,31.88,Eggplant
47.09,38.88,156.39,6.6,71.56,26.09,Chili
67.27,54.76,222.17,6.13,61.58,29.63,Eggplant
58.38,60.59,280.35,6.32,63.62,24.48,Eggplant
87.55,60.61,229.42,6.1,67.52,24.65,Eggplant
66.89,52.02,201.17,6.5,68.47,25.71,Eggplant
60.33,50.49,181.25,6.34,70.8,26.24,Chili
55.1,36.73,227.5,6.38,65.8,29.73,Chili
56.27,56.49,238.39,6.57,61.84,27.67,Eggplant
50.54,62.24,220.75,6.45,66.74,29.26,Eggplant
41.11,46.58,160.2,6.11,67.54,23.61,Chili
91.02,61.12,274.12,5.51,63.75,24.24,Eggplant
64.08,44.87,271.43,6.08,61.4,26.03,Eggplant
44.82,34.74,166.34,6.51,65.33,22.71,Chili
77.16,40.76,215.59,6.05,63.9,27.46,Chili
63.81,39.43,191.79,6.76,68.54,27.0,Chili
68.32,53.71,156.98,6.49,78.79,27.86,Chili
75.31,39.08,198.3,6.3,72.36,26.07,Chili
79.21,37.81,195.2,6.32,78.27,27.43,Chili
70.16,57.7,209.27,6.18,65.26,31.67,Eggplant
53.03,56.64,232.51,6.71,64.91,20.64,Chili
73.66,60.32,277.36,6.12,64.17,24.35,Eggplant
76.41,63.17,253.14,6.62,66.6,31.13,Eggplant
79.69,40.73,230.48,6.78,66.16,31.9,Eggplant
64.45,44.83,239.72,6.24,66.36,31.21,Eggplant
92.75,67.28,278.73,5.77,66.37,22.43,Eggplant
68.28,37.89,171.33,6.42,79.05,26.09,Chili
78.87,35.0,166.09,6.17,65.22,22.05,Chili
52.68,47.05,220.74,6.23,76.35,26.08,Chili
57.29,61.99,293.62,6.14,67.26,22.74,Eggplant
60.05,39.69,204.07,6.71,72.01,28.56,Chili
53.43,57.98,229.32,6.45,65.54,27.21,Chili
70.3,61.65,283.55,6.26,60.84,29.31,Eggplant
51.74,49.47,150.72,6.53,62.93,26.02,Chili
65.34,55.81,157.07,6.71,66.66,20.33,Chili
77.93,55.67,269.66,5.75,63.53,31.1,Eggplant
50.65,45.62,156.48,6.61,75.11,29.57,Chili
99.38,48.68,288.6,5.78,61.94,24.01,Eggplant
76.57,47.25,226.81,6.02,69.29,20.95,Chili
53.9,65.32,241.89,6.17,69.48,31.15,Eggplant
97.02,61.02,208.01,5.72,61.03,22.64,Eggplant
63.91,45.22,238.07,6.08,70.91,29.84,Chili
75.21,65.62,297.31,5.83,69.87,27.93,Eggplant
85.92,64.78,268.69,6.32,67.17,27.31,Eggplant
69.85,30.38,217.1,6.47,67.44,26.45,Chili
74.34,67.65,251.3,6.17,65.68,30.02,Eggplant
69.5,41.05,246.09,6.59,62.73,31.13,Eggplant
52.89,59.84,221.39,6.01,65.47,23.04,Chili
90.99,68.19,210.94,6.51,65.08,22.03,Eggplant
71.97,56.32,270.67,6.42,67.03,30.92,Eggplant
71.59,45.77,161.98,6.44,61.1,29.81,Chili
75.19,69.98,292.3,6.41,66.32,29.55,Eggplant
80.95,63.49,206.7,6.05,61.92,30.14,Eggplant
75.83,45.48,152.72,6.12,65.58,29.77,Chili
51.42,41.46,175.77,6.51,64.11,22.16,Chili
78.44,60.05,232.32,6.67,65.77,27.96,Eggplant
46.12,34.94,182.27,6.57,66.92,29.41,Chili
47.91,32.77,188.22,6.38,66.48,20.3,Chili
45.51,41.51,168.58,6.51,73.87,26.45,Chili
43.52,56.86,219.97,6.7,60.69,20.29,Chili
59.71,57.04,244.78,6.28,79.21,29.33,Chili
68.81,46.14,171.09,6.02,72.31,28.27,Chili
76.62,51.23,249.78,6.06,67.51,24.24,Eggplant
70.92,50.45,234.71,6.19,61.03,21.27,Chili
55.59,44.14,245.13,6.22,72.95,23.23,Chili
92.31,57.72,237.34,5.75,60.06,22.61,Eggplant
44.84,36.82,219.91,6.59,62.33,23.0,Chili
60.61,65.54,230.07,6.59,62.52,24.81,Eggplant
73.59,38.01,244.46,6.6,62.45,25.52,Chili
56.72,56.33,233.32,6.3,61.7,26.51,Eggplant
67.72,32.05,245.52,6.32,67.63,29.48,Chili
89.49,42.69,294.04,5.74,61.77,30.33,Eggplant
95.23,41.49,276.06,6.3,69.64,27.66,Eggplant
52.56,62.78,239.47,5.81,62.41,23.94,Eggplant
94.43,66.96,282.18,6.47,67.91,30.68,Eggplant
59.0,66.93,251.01,6.38,63.78,22.53,Eggplant
72.86,41.54,208.1,6.34,71.56,26.93,Chili
58.92,46.58,208.57,6.29,79.21,27.0,Chili
45.38,33.49,244.21,6.53,74.99,27.16,Chili
56.89,63.12,206.66,5.98,64.95,27.18,Eggplant
42.59,59.42,183.93,6.07,74.79,21.02,Chili
77.16,54.57,155.59,6.23,67.29,25.56,Chili
75.56,59.24,153.53,6.28,74.81,20.68,Chili
80.41,67.01,274.27,5.88,68.86,27.3,Eggplant
99.28,62.52,279.79,5.52,66.86,28.51,Eggplant
51.13,63.96,278.22,6.64,60.18,30.59,Eggplant
45.2,40.04,200.81,6.43,67.52,24.39,Chili
74.23,59.52,206.25,6.14,61.78,28.34,Chili
64.22,32.63,156.74,6.59,62.14,28.0,Chili
46.42,51.87,199.4,6.04,66.92,25.02,Chili
66.72,60.19,211.68,6.73,63.26,27.23,Eggplant
40.17,43.33,158.77,6.68,68.16,22.6,Chili
70.58,47.94,263.21,6.43,61.09,27.58,Eggplant
89.39,44.33,225.61,5.62,69.58,28.83,Eggplant
76.37,32.58,177.21,6.32,66.3,25.68,Chili
95.42,43.33,278.04,5.79,67.86,31.9,Eggplant
50.06,52.19,207.07,6.24,69.52,26.37,Chili
65.85,39.27,194.08,6.46,74.65,20.9,Chili
78.34,43.3,244.42,6.67,68.16,26.21,Eggplant
62.59,44.51,268.02,6.68,66.61,31.16,Eggplant
77.69,39.47,190.49,6.58,74.14,26.66,Chili
93.16,62.64,230.47,6.3,68.42,24.07,Eggplant
68.56,45.73,230.17,6.69,67.35,27.31,Chili
50.49,46.0,244.57,6.33,70.08,21.75,Chili
76.89,61.01,241.01,6.4,65.46,25.88,Eggplant
66.77,46.7,246.97,6.21,62.92,23.47,Eggplant
57.82,35.74,218.33,6.66,78.19,23.41,Chili
78.96,35.6,186.56,6.05,70.63,22.25,Chili
75.01,48.08,245.62,5.53,67.49,26.38,Eggplant
75.76,43.35,225.46,6.27,66.12,23.25,Eggplant
55.34,42.37,242.0,6.66,76.78,26.82,Chili
71.57,32.04,186.3,6.21,64.27,24.4,Chili
58.76,60.33,233.11,6.06,67.05,25.84,Eggplant
46.07,55.8,202.5,6.64,67.25,22.3,Chili
45.6,33.48,173.62,6.75,61.42,22.62,Chili
70.1,56.19,163.57,6.3,70.07,22.23,Chili
60.55,67.0,266.97,6.13,66.25,26.04,Eggplant
65.39,40.76,201.71,6.48,74.7,21.78,Chili
53.0,35.11,206.45,6.38,65.52,22.84,Chili
45.29,55.86,196.95,6.47,61.36,29.25,Chili
69.72,32.79,163.25,6.57,69.59,22.19,Chili
65.19,56.08,252.17,6.2,64.6,23.42,Eggplant
45.12,35.56,217.68,6.77,62.13,29.46,Chili
50.36,47.75,261.85,5.62,60.87,28.3,Eggplant
86.31,48.27,235.63,6.51,66.45,27.84,Eggplant
50.9,50.71,191.59,6.33,65.56,29.01,Chili
43.6,42.74,153.27,6.23,71.76,24.23,Chili
49.22,45.99,213.16,6.35,64.04,22.91,Chili
67.22,67.45,255.77,6.11,60.99,29.95,Eggplant
56.96,49.21,155.36,6.68,69.26,29.72,Chili
59.69,49.44,220.01,6.76,61.04,29.66,Chili
84.54,46.34,245.36,5.5,68.78,24.1,Eggplant
72.84,47.7,243.5,6.37,79.01,27.88,Chili
58.36,53.92,215.64,6.28,77.85,21.95,Chili
77.13,45.21,193.77,6.59,73.42,22.28,Chili
70.88,68.62,298.01,6.48,66.64,27.14,Eggplant
70.84,32.03,223.77,6.49,77.99,20.94,Chili
71.98,54.53,220.4,6.29,63.13,29.18,Eggplant
78.42,33.75,151.65,6.57,74.87,24.62,Chili
65.37,31.54,233.38,6.76,67.04,28.05,Chili
88.54,55.08,267.73,6.42,60.77,30.05,Eggplant
60.25,59.49,238.88,6.16,72.15,28.96,Chili
61.57,53.84,216.99,6.35,74.29,22.83,Chili
58.46,45.22,212.56,6.38,65.89,24.29,Chili
74.8,33.7,232.22,6.32,66.2,25.96,Chili
56.87,53.17,195.9,6.53,73.83,22.01,Chili
70.65,55.28,225.29,6.58,60.45,26.86,Chili
56.97,49.5,298.98,6.32,63.99,22.14,Eggplant
69.9,52.25,167.02,6.11,60.87,21.27,Chili
73.43,44.56,216.92,6.26,61.92,28.48,Chili
57.01,61.85,232.78,6.67,60.59,22.43,Eggplant
40.44,53.26,200.0,6.42,74.82,29.95,Chili
69.73,33.91,188.63,6.67,64.53,21.17,Chili
51.52,46.07,206.81,6.68,61.12,24.46,Eggplant
86.23,63.74,234.06,6.49,68.13,26.1,Eggplant
69.32,37.62,233.24,6.33,65.67,21.26,Chili
87.9,69.33,259.62,6.69,61.81,26.13,Eggplant
64.66,48.74,188.42,6.13,76.1,27.33,Chili
74.97,67.47,296.8,5.68,64.57,26.1,Eggplant
68.85,40.15,213.51,6.01,67.3,29.67,Eggplant
56.48,55.27,210.29,6.57,64.02,23.88,Chili
59.19,36.52,208.58,6.43,64.76,23.45,Chili
42.46,42.28,211.94,6.11,62.73,25.99,Chili
51.71,35.59,226.81,6.37,62.55,27.78,Chili
77.02,62.24,217.21,6.7,66.14,27.6,Eggplant
72.27,41.47,220.08,6.63,61.91,27.89,Eggplant
59.5,62.65,256.9,6.51,68.39,23.02,Eggplant
42.15,35.69,247.12,6.35,61.34,20.51,Chili
65.02,36.58,171.33,6.09,78.22,22.4,Chili
75.61,47.7,296.68,5.74,60.57,23.96,Eggplant
65.67,44.58,277.9,6.05,67.37,26.45,Eggplant
65.56,33.25,202.27,6.06,74.24,27.36,Chili
56.83,63.06,260.92,5.81,65.79,23.74,Eggplant
76.01,47.44,211.87,6.72,64.34,23.66,Chili
65.85,67.9,202.56,5.84,63.55,23.29,Eggplant
68.61,68.78,260.01,6.62,68.64,22.95,Eggplant
65.71,65.5,241.09,6.53,67.6,29.88,Eggplant
44.19,51.02,239.85,6.59,79.1,22.28,Chili
40.17,56.38,178.06,6.56,78.49,21.86,Chili
78.3,67.23,251.8,6.58,68.85,30.77,Eggplant
67.69,36.35,224.21,6.73,62.53,27.32,Chili
88.38,51.1,247.01,5.89,65.06,24.46,Eggplant
41.32,37.83,179.32,6.65,71.61,25.3,Chili
61.94,60.72,256.85,5.77,66.23,28.84,Eggplant
43.99,57.62,188.22,6.06,75.74,20.99,Chili
70.81,36.24,151.07,6.09,69.88,24.44,Chili
54.78,31.11,203.77,6.68,66.25,20.66,Chili
53.09,39.96,218.44,6.02,79.14,28.85,Chili
66.46,54.78,226.57,6.35,65.21,20.61,Chili
61.55,44.71,246.32,5.56,62.85,24.94,Eggplant
47.38,58.07,163.8,6.62,68.35,28.26,Chili
69.84,32.43,159.17,6.76,60.08,27.92,Chili
46.64,38.11,169.67,6.3,76.98,25.34,Chili
78.22,60.73,221.72,6.29,63.56,26.15,Eggplant
46.32,40.96,218.61,6.79,65.38,25.24,Chili
51.6,37.09,191.19,6.71,60.67,28.99,Chili
75.18,53.0,190.63,6.03,77.33,28.23,Chili
74.04,43.79,239.31,6.07,61.34,27.44,Eggplant
44.45,46.88,249.77,6.61,66.97,25.71,Chili
76.2,41.8,283.47,6.19,66.26,31.69,Eggplant
57.75,34.1,195.1,6.17,73.52,21.59,Chili
96.21,63.85,237.31,6.13,60.59,25.51,Eggplant
94.33,58.48,232.94,6.36,61.07,25.31,Eggplant
82.97,43.59,211.89,6.72,65.38,23.51,Eggplant
40.12,35.32,218.84,6.17,61.59,26.32,Chili
50.7,35.55,247.28,6.62,66.75,20.13,Chili
69.72,54.28,240.24,5.66,63.77,31.76,Eggplant
53.52,43.93,243.44,5.72,62.71,27.11,Eggplant
73.24,41.88,168.93,6.02,63.01,22.23,Chili
67.37,35.22,217.09,6.3,65.91,22.27,Chili
69.49,62.68,215.92,5.7,64.97,23.16,Eggplant
40.35,43.28,158.44,6.07,79.41,23.56,Chili
63.14,51.78,233.14,5.9,64.55,30.52,Eggplant
80.14,66.65,231.51,6.34,60.8,22.54,Eggplant
75.48,36.06,161.91,6.76,76.53,25.24,Chili
43.33,34.5,193.22,6.59,62.79,23.58,Chili
78.05,46.44,171.53,6.6,74.7,28.65,Chili
85.28,60.6,243.07,6.79,61.46,31.53,Eggplant
78.72,65.7,205.26,5.81,64.35,31.84,Eggplant
81.63,57.26,252.26,6.05,62.64,22.3,Eggplant
67.44,41.04,215.09,5.7,66.05,22.47,Eggplant
73.15,67.51,239.64,5.78,63.64,30.63,Eggplant
55.63,54.71,289.54,5.92,65.8,27.58,Eggplant
44.68,49.28,159.43,6.35,60.82,28.94,Chili
58.83,43.74,239.33,6.68,75.33,21.23,Chili
51.9,47.6,234.74,6.48,71.89,27.31,Chili
91.25,63.88,230.84,6.31,67.04,30.93,Eggplant
69.04,55.43,209.58,5.74,66.04,30.05,Eggplant
41.56,34.51,164.37,6.79,60.66,21.65,Chili
77.53,49.2,219.96,6.47,73.46,29.51,Chili
85.89,56.64,299.23,6.13,60.59,24.14,Eggplant
56.18,57.69,164.88,6.54,66.57,23.68,Chili
46.18,52.27,245.6,6.52,67.18,20.38,Chili
52.81,47.87,233.22,6.07,71.14,24.91,Chili
54.86,36.85,170.28,6.2,71.59,24.35,Chili
74.78,35.21,199.32,6.57,73.68,24.85,Chili
89.32,51.39,286.55,6.43,65.18,30.78,Eggplant
95.3,40.09,286.53,5.61,65.15,22.6,Eggplant
64.2,32.59,187.97,6.59,60.02,28.63,Chili
44.96,45.15,173.8,6.6,67.79,21.1,Chili
66.17,34.54,178.28,6.64,70.49,21.47,Chili
61.38,49.91,217.72,6.42,72.43,21.59,Chili
86.48,57.5,235.66,6.07,64.54,28.7,Eggplant
93.18,49.75,263.22,6.17,62.2,28.78,Eggplant
46.84,45.11,152.05,6.71,66.02,23.83,Chili
48.77,32.24,188.4,6.67,78.5,22.29,Chili
85.23,43.74,206.93,5.6,68.99,26.73,Eggplant
86.21,57.59,224.33,5.6,67.84,24.11,Eggplant
72.23,43.48,216.55,6.15,65.32,29.48,Chili
72.13,40.46,159.93,6.39,64.75,27.04,Chili
53.79,55.32,216.83,6.55,69.24,28.23,Chili
54.9,42.23,220.05,6.28,75.57,21.24,Chili
68.5,57.7,227.83,6.72,67.09,26.74,Chili
51.32,54.02,251.56,6.57,65.41,23.72,Eggplant
64.87,51.01,293.81,5.54,60.08,25.51,Eggplant
45.77,30.11,166.12,6.48,60.04,28.26,Chili
60.24,62.92,205.67,5.96,60.96,22.94,Eggplant
85.57,68.4,226.3,6.06,63.47,31.77,Eggplant
75.92,35.12,236.26,6.16,74.56,29.76,Chili
91.22,45.98,266.47,6.05,67.63,24.28,Eggplant
49.69,58.61,244.21,6.69,64.01,26.01,Chili
68.81,48.96,211.75,6.6,79.62,27.76,Chili
81.68,46.57,263.87,6.09,63.82,24.19,Eggplant
93.29,67.31,261.11,5.51,65.96,28.37,Eggplant
64.7,36.14,158.92,6.15,76.7,23.39,Chili
95.7,59.73,257.98,5.88,65.07,24.56,Eggplant
53.64,64.63,298.69,6.2,64.17,29.48,Eggplant
72.56,54.33,290.41,5.71,67.76,25.29,Eggplant
50.34,49.59,286.43,5.65,69.33,22.05,Eggplant
71.43,41.35,158.24,6.08,60.99,28.14,Chili
72.06,46.96,277.11,6.34,66.2,30.46,Eggplant
43.01,44.33,219.66,6.42,64.65,27.45,Chili
41.28,42.72,182.45,6.79,65.62,28.12,Chili
68.14,57.97,203.79,5.51,68.61,30.1,Eggplant
56.98,42.56,243.96,6.62,65.11,21.91,Chili
88.25,50.65,282.85,5.84,63.15,29.09,Eggplant
42.69,54.04,197.53,6.17,75.91,26.52,Chili
61.24,46.15,176.06,6.65,66.2,24.55,Chili
97.36,51.89,223.54,5.91,63.55,30.24,Eggplant
70.2,45.52,200.26,6.43,61.16,21.61,Chili
99.9,40.65,295.9,6.1,69.31,27.78,Eggplant
67.99,54.18,214.9,6.18,61.53,31.41,Eggplant
70.03,38.68,224.59,6.66,71.45,27.29,Chili
42.68,48.87,168.5,6.24,78.15,24.91,Chili
67.3,30.17,246.0,6.46,76.48,28.07,Chili
95.38,68.54,252.41,5.5,61.97,27.41,Eggplant
43.34,47.65,169.64,6.57,60.04,23.69,Chili
76.03,42.33,246.19,6.1,60.25,27.96,Eggplant
70.88,62.58,229.38,5.68,66.06,30.52,Eggplant
76.43,62.54,277.56,5.89,69.17,26.01,Eggplant
70.57,49.52,245.56,6.8,60.39,28.24,Eggplant
56.42,57.49,291.35,6.14,63.22,25.69,Eggplant
56.02,64.57,288.82,6.77,68.13,31.74,Eggplant
81.04,64.26,233.6,6.01,68.0,29.42,Eggplant
72.13,66.43,256.13,6.59,65.68,24.28,Eggplant
71.63,56.27,213.55,6.33,62.27,29.76,Chili
63.21,42.43,238.04,6.3,64.23,30.8,Eggplant
73.89,53.28,246.87,6.45,60.91,23.23,Chili
46.03,47.48,184.49,6.74,64.36,28.98,Chili
59.07,53.9,165.81,6.51,71.68,29.49,Chili
57.44,64.98,299.7,6.5,63.7,29.82,Eggplant
97.26,40.92,244.03,5.88,66.41,28.31,Eggplant
78.39,57.02,154.38,6.38,62.06,26.36,Chili
43.52,42.55,157.18,6.65,60.32,28.7,Chili
93.48,60.14,200.23,5.57,66.2,30.21,Eggplant
58.48,61.14,284.31,6.46,67.09,28.0,Eggplant
76.81,38.81,218.99,6.51,69.95,26.8,Chili
88.01,69.8,281.27,6.55,62.81,29.69,Eggplant
54.05,38.92,193.85,6.01,79.63,29.23,Chili
68.26,61.24,273.27,5.75,61.71,23.7,Eggplant
79.52,40.49,200.06,6.56,69.83,27.32,Chili
64.11,51.19,234.26,6.32,66.34,29.72,Eggplant
51.54,67.71,243.7,5.62,66.34,28.35,Eggplant
67.07,49.04,229.91,6.2,72.83,26.39,Chili
67.85,33.5,224.68,6.62,60.34,23.05,Chili
68.89,44.25,210.67,5.71,67.01,26.24,Eggplant
77.56,38.85,178.36,6.04,67.59,23.11,Chili
89.22,41.27,261.06,6.15,68.08,24.98,Eggplant
93.2,60.86,299.95,6.64,66.82,22.32,Eggplant
69.59,49.1,280.14,6.78,64.82,25.86,Eggplant
74.86,53.09,295.32,5.72,65.6,27.59,Eggplant
53.41,62.21,296.3,6.69,67.66,24.91,Eggplant
78.85,57.6,238.95,6.79,74.48,25.46,Chili
76.28,59.32,203.01,6.77,75.37,21.22,Chili
74.49,42.61,209.03,6.01,65.85,21.08,Chili
95.57,69.14,217.01,6.35,68.43,26.81,Eggplant
58.69,55.07,192.16,6.31,60.87,26.02,Chili
79.4,63.19,253.29,6.52,61.49,24.85,Eggplant
80.75,68.86,288.24,5.63,68.59,22.44,Eggplant
42.71,56.13,192.64,6.31,60.05,25.12,Chili
70.33,52.22,242.44,6.73,65.44,27.99,Chili
77.28,57.04,252.76,6.08,61.85,30.17,Eggplant
81.47,53.29,221.45,6.33,64.55,29.72,Eggplant
69.15,54.57,260.9,5.55,62.75,23.44,Eggplant
55.31,64.27,281.46,5.62,67.4,31.16,Eggplant
98.07,40.01,211.56,6.58,60.86,24.08,Eggplant
51.17,47.57,172.13,6.48,65.15,27.88,Chili
62.93,56.26,188.81,6.37,72.36,23.11,Chili
94.68,49.37,290.62,6.41,65.59,27.47,Eggplant
60.38,49.17,222.83,6.03,65.11,20.68,Chili
61.86,45.04,198.77,6.26,75.94,27.61,Chili
43.18,55.81,229.92,6.7,63.84,24.97,Chili
43.87,33.3,233.21,6.45,64.14,20.43,Chili
49.92,53.65,209.95,6.53,77.08,26.59,Chili
68.44,33.71,190.92,6.12,70.81,29.11,Chili
64.76,63.5,277.46,6.77,64.73,29.54,Eggplant
72.28,67.13,261.37,6.31,69.59,28.83,Eggplant
92.37,65.86,280.19,5.83,60.95,24.9,Eggplant
73.64,51.36,207.52,6.57,74.89,24.37,Chili
60.91,45.31,172.07,6.26,66.24,25.36,Chili
61.08,51.04,299.49,5.58,65.16,25.68,Eggplant
65.55,62.28,201.98,6.73,61.15,24.92,Eggplant
83.19,40.4,286.96,5.87,63.79,26.73,Eggplant
65.74,57.47,280.64,6.53,60.34,28.72,Eggplant
98.68,61.46,256.63,6.65,63.85,27.93,Eggplant
70.78,42.55,260.29,6.47,64.1,30.91,Eggplant
65.25,58.92,225.96,6.02,68.45,25.42,Eggplant
77.39,46.31,160.62,6.48,67.08,24.66,Chili
41.81,40.34,156.38,6.8,78.69,20.69,Chili
71.86,45.59,210.16,6.18,67.91,25.38,Chili
51.08,32.53,205.34,6.48,72.15,27.79,Chili
89.69,44.65,208.96,6.54,68.53,30.51,Eggplant
90.03,42.57,295.9,5.68,65.44,30.11,Eggplant
41.36,46.81,187.82,6.01,68.01,26.39,Chili
97.51,63.3,249.06,6.76,68.96,25.1,Eggplant
71.18,67.87,265.1,6.39,68.94,23.47,Eggplant
67.54,54.22,218.78,6.05,69.72,24.7,Eggplant
81.03,60.56,256.93,6.13,60.28,23.19,Eggplant
52.2,66.58,268.63,5.78,61.36,28.59,Eggplant
54.38,62.02,278.39,6.22,69.33,30.24,Eggplant
64.98,53.7,261.87,6.74,67.96,29.96,Eggplant
61.47,36.86,205.69,6.74,67.78,28.79,Chili
86.89,66.7,235.21,5.64,61.29,22.21,Eggplant
65.2,38.81,235.99,6.26,76.97,20.9,Chili
63.93,40.99,252.84,5.58,67.14,22.75,Eggplant
68.21,62.32,231.56,5.83,69.15,26.25,Eggplant
58.74,57.9,254.12,5.74,67.9,22.62,Eggplant
79.4,39.93,155.52,6.59,61.98,24.82,Chili
41.13,51.26,186.56,6.29,70.69,24.99,Chili
86.72,45.46,219.13,6.35,62.43,30.71,Eggplant
73.73,61.36,203.28,6.49,69.19,22.71,Eggplant
51.87,41.06,212.77,6.74,79.15,28.04,Chili
67.28,52.64,190.63,6.25,77.34,24.97,Chili
64.15,32.18,210.08,6.1,61.34,27.0,Chili
89.37,58.14,217.55,6.18,65.88,28.62,Eggplant
72.61,62.84,264.66,6.77,63.24,22.25,Eggplant
73.24,36.73,207.59,6.57,72.4,21.21,Chili
50.29,46.11,298.08,5.65,60.82,29.92,Eggplant
62.34,41.96,243.36,5.85,68.51,26.17,Eggplant
70.81,69.39,233.71,6.39,68.32,31.83,Eggplant
57.78,61.47,244.53,6.04,63.28,27.43,Eggplant
47.04,35.02,205.86,6.2,78.04,21.29,Chili
98.31,48.77,236.78,6.1,60.67,25.29,Eggplant
78.29,40.1,159.27,6.08,76.95,26.04,Chili
45.98,54.17,167.66,6.4,79.91,28.49,Chili
64.22,51.55,224.93,6.6,70.47,24.08,Chili
69.07,50.15,215.37,6.61,78.29,21.91,Chili
78.17,41.96,281.85,6.08,66.0,22.63,Eggplant
92.87,62.8,232.89,6.77,64.42,26.72,Eggplant
59.13,57.72,246.47,5.7,65.91,28.04,Eggplant
79.44,55.19,206.32,6.73,67.71,29.59,Chili
57.48,50.26,288.2,5.84,65.74,30.07,Eggplant
50.26,45.84,208.18,6.24,60.25,29.37,Eggplant
88.89,51.4,260.63,6.17,60.12,28.42,Eggplant
55.78,64.18,238.28,5.9,68.27,24.92,Eggplant
59.49,38.76,229.22,6.26,60.67,22.43,Chili
67.65,38.63,242.1,6.51,69.41,22.41,Chili
77.43,66.05,273.66,6.18,66.89,22.79,Eggplant
78.29,67.01,278.13,6.12,67.2,28.06,Eggplant
67.22,33.44,184.33,6.29,67.65,24.37,Chili
69.14,41.28,204.37,6.53,61.81,23.41,Eggplant
95.65,48.23,204.86,6.05,62.5,24.16,Eggplant
80.18,42.33,212.46,5.64,65.48,22.66,Eggplant
95.74,59.08,228.75,5.65,60.56,22.51,Eggplant
77.65,59.19,233.15,6.67,77.96,23.19,Chili
50.12,52.62,263.75,6.31,68.29,27.79,Eggplant
78.89,53.53,217.67,5.57,68.38,31.88,Eggplant
47.82,50.41,225.99,6.35,75.26,27.77,Chili
72.73,51.44,229.33,6.74,66.55,20.5,Chili
90.09,65.51,258.87,6.77,69.11,28.71,Eggplant
63.51,42.39,243.94,6.74,74.5,22.39,Chili
70.19,47.39,287.87,5.54,61.6,26.63,Eggplant
61.04,54.91,228.42,6.19,78.85,20.38,Chili
60.68,51.78,206.64,6.09,76.5,22.83,Chili
66.38,46.66,169.85,6.12,69.93,21.27,Chili
56.97,33.12,203.78,6.56,79.52,27.75,Chili
53.45,56.4,231.59,6.28,75.97,27.69,Chili
45.54,41.25,231.81,6.27,60.48,20.58,Chili
95.31,63.18,214.06,6.76,66.79,25.16,Eggplant
67.94,45.17,263.7,5.63,60.61,31.15,Eggplant
67.98,49.44,179.37,6.07,61.07,29.74,Chili
66.35,51.82,208.0,6.04,64.37,25.74,Chili
65.44,45.97,296.92,6.47,65.62,22.61,Eggplant
62.43,32.51,161.29,6.2,66.17,25.56,Chili
41.4,39.15,170.83,6.4,70.45,20.65,Chili
59.72,32.7,178.0,6.36,72.72,21.54,Chili
71.45,31.08,220.2,6.66,75.71,26.16,Chili
74.6,51.74,221.02,5.87,65.63,31.23,Eggplant
96.33,53.62,279.44,6.34,61.02,24.16,Eggplant
83.65,55.25,223.15,6.46,66.47,28.34,Eggplant
52.73,59.52,171.87,6.72,73.67,22.04,Chili
95.62,45.43,203.96,6.44,65.53,29.15,Eggplant
53.85,42.08,222.07,5.5,66.16,23.5,Eggplant
