Nitrogen,Potassium,Phosphorous,Temparature,Humidity,Moisture,Crop Type
12,3,26,29.79,62.18,39.21,Tobacco
6,0,33,34.38,64.34,40.91,Millets
3,18,12,27.18,51.26,37.13,Pulses
37,3,0,25.69,59.34,37.43,Cotton
16,0,41,24.68,55.24,24.69,Millets
9,2,34,26.89,60.79,58.5,Oil seeds
10,19,8,34.2,66.08,42.67,Maize
14,0,43,31.92,55.47,48.31,Cotton
16,0,40,29.82,52.4,40.42,Maize
13,15,13,21.1,46.31,20,Cotton
5,7,29,25.5,62.18,34.93,Oil seeds
11,0,40,40,65.47,42.28,Barley
9,1,15,26.4,44.98,59.52,Tobacco
7,12,25,29.18,66.43,60.41,Cotton
26,2,18,32.91,66.66,40.05,Ground Nuts
8,0,11,24.29,67.06,44.48,Wheat
20,1,20,34.93,61.43,44.65,Sugarcane
36,0,2,23.71,63.86,35.37,Paddy
15,1,43,37.64,61.51,27.73,Maize
31,0,0,27.39,60.39,45.71,Millets
11,3,36,40,79.33,33.3,Millets
31,2,0,22.18,52.62,21.23,Pulses
5,20,18,34.69,53.03,34.57,Millets
43,0,0,33.65,72.61,52.87,Ground Nuts
1,5,27,36.25,61.04,42.94,Pulses
33,0,0,31.48,63.06,31.47,Tobacco
3,3,30,30.64,67.36,57.07,Paddy
16,13,14,31.25,55.15,60.25,Cotton
12,0,34,30.66,55.71,61.87,Tobacco
17,0,22,32.34,55.71,38.14,Paddy
22,4,19,36.52,66.41,59.41,Cotton
43,0,0,31.91,60.93,39.31,Oil seeds
34,4,2,36.7,63.11,43.54,Oil seeds
5,15,21,25.42,65.93,20,Pulses
34,0,0,30.06,47.8,60.33,Barley
37,0,0,28.62,51.19,33.7,Maize
16,0,8,33.45,58.88,44.67,Maize
37,2,0,22.92,43.75,24.45,Oil seeds
13,0,41,39.47,66.89,26.46,Barley
11,12,30,34.2,64.13,36.5,Millets
16,4,5,24.2,46.77,25.96,Oil seeds
11,4,10,29.06,48.7,52.49,Millets
12,4,24,23.29,59.4,40.01,Wheat
17,1,29,34.89,53.59,52.87,Ground Nuts
15,0,37,31.11,61.64,58.52,Sugarcane
21,0,27,33.58,66.11,42.35,Ground Nuts
38,3,2,29.84,55.15,70,Oil seeds
2,15,16,25.63,49.76,37.15,Wheat
40,0,0,25.14,46.89,37.74,Oil seeds
12,3,41,27.14,56.05,30.48,Wheat
17,0,9,35.61,60.02,37.93,Paddy
42,1,1,27.68,56.09,31.09,Pulses
36,0,2,24.25,40.87,70,Ground Nuts
14,11,15,30.86,61.47,38.53,Oil seeds
8,11,28,25.68,57.8,28.43,Cotton
12,13,32,32.28,53.91,52.3,Wheat
5,3,33,27.4,59.45,64.61,Maize
36,1,0,31.83,65.84,45.46,Maize
35,0,3,34.39,71.63,25.99,Tobacco
10,9,14,34.42,71.01,48.66,Sugarcane
18,0,36,34.54,66.58,57.85,Maize
18,0,42,33.08,70.92,63.58,Cotton
11,0,9,29.19,56.47,54.69,Cotton
45,0,0,25.8,66.1,30.14,Wheat
9,0,10,29.81,66.55,42.65,Wheat
33,0,0,26.89,61.88,49.27,Cotton
40,2,1,34.59,64.16,61.6,Ground Nuts
35,1,0,35.73,62.22,25.88,Millets
12,0,42,28.58,68.36,20,Pulses
15,21,22,34.68,75.2,45.71,Tobacco
25,0,27,30.32,52.18,48.73,Cotton
14,4,38,36.01,58.15,49.54,Pulses
5,10,33,29.78,63.87,61.27,Cotton
13,1,7,31.35,48.36,47.04,Tobacco
11,3,36,22.62,60.09,38.4,Sugarcane
5,4,27,34.58,68.3,42.15,Sugarcane
35,1,0,40,72.81,54.19,Wheat
16,0,33,34.53,58.81,26.06,Maize
23,0,24,35.63,64.09,70,Ground Nuts
6,10,17,27.95,55.69,57.99,Tobacco
32,0,1,24.38,56.96,39.27,Barley
22,1,22,30.99,56.13,38.39,Maize
26,0,22,38.39,72.48,62.16,Tobacco
17,1,41,23.6,54.54,23.53,Paddy
43,4,0,40,80,43.34,Barley
6,0,11,25.42,58.84,61.98,Pulses
34,2,0,33.49,54.24,25.15,Pulses
12,1,11,33.92,55.94,43.63,Ground Nuts
24,2,16,26.83,46.99,40.08,Sugarcane
10,7,27,25.6,58.84,34.42,Cotton
39,0,1,29.04,67.21,35.35,Millets
10,19,25,36.08,64.21,51.97,Ground Nuts
8,0,37,32.37,67.42,54.33,Wheat
8,3,35,34.53,50.02,31.27,Oil seeds
7,0,7,30.79,61.55,57.57,Sugarcane
34,0,2,24.35,44.79,34.94,Oil seeds
34,3,3,25.32,47.36,28.39,Tobacco
15,13,15,25.51,59.65,53.61,Sugarcane
19,2,16,27.11,57.8,49.87,Pulses
3,0,10,31.69,56.25,40.99,Barley
13,15,11,33.3,63.72,45.46,Millets
17,0,9,27.44,56.5,34.3,Millets
9,0,41,33.42,59.5,24.78,Cotton
11,6,27,39.42,64.09,20.97,Sugarcane
14,12,7,31.52,61.75,49.9,Maize
11,11,12,29.16,49.45,20.83,Sugarcane
45,3,1,34.99,54.73,45.64,Oil seeds
24,0,26,30.56,66.52,39.1,Cotton
15,4,11,24.33,46.07,28.21,Wheat
10,0,10,27.21,46.35,35.11,Millets
32,0,2,30.96,56.48,38.62,Paddy
39,2,3,25.46,55.52,34.53,Ground Nuts
14,0,4,31.13,57.22,49.42,Barley
9,11,16,25.05,44.34,25.92,Maize
6,2,14,33.05,50.5,39.37,Oil seeds
7,23,21,38.39,61.8,54.73,Paddy
16,2,9,29.46,60.17,40.6,Millets
21,0,20,23.78,50.2,41.1,Wheat
22,0,28,34.85,58.96,40.06,Oil seeds
15,0,5,34.81,60.62,53.89,Barley
7,21,16,29.41,46.25,48.06,Cotton
13,3,38,34.5,66.51,62.55,Cotton
26,1,20,30.78,58.39,37.15,Ground Nuts
15,0,43,35.65,68.27,36.65,Cotton
10,0,37,29,66.29,61.94,Maize
18,1,17,23.69,44.73,48.52,Pulses
12,4,33,29.39,57.26,57.53,Sugarcane
16,1,7,27,52.82,49.08,Paddy
37,2,2,26.6,45.91,28.97,Pulses
24,0,25,31.57,53.08,43.02,Sugarcane
11,2,34,30.48,67.9,25.48,Sugarcane
11,4,7,27.39,50.86,56.33,Ground Nuts
10,7,33,31.26,68.13,23.88,Cotton
38,3,2,30.52,70.57,59.93,Sugarcane
37,0,0,30.17,67.92,56.37,Paddy
3,13,18,30.79,52.36,42.22,Sugarcane
8,3,37,33.68,51.62,48.57,Oil seeds
5,10,26,30.1,62.4,52.64,Maize
8,11,31,38.72,58.9,38.91,Barley
13,0,39,37.78,62.74,38.56,Tobacco
42,0,1,35.93,77.82,40.02,Sugarcane
11,0,45,36.65,73.12,32.65,Millets
28,0,16,31.53,62.71,63.53,Ground Nuts
14,0,41,25.47,51.22,21.2,Barley
25,2,15,21.26,57.97,22.22,Maize
36,4,0,30.89,61.12,43.19,Pulses
38,2,0,28.96,46.48,40.37,Cotton
20,0,23,31.51,55.1,30.6,Tobacco
36,0,1,37.18,67.2,44.25,Ground Nuts
3,2,29,33.11,72.21,25.55,Cotton
10,7,29,32.28,51.98,66.27,Barley
5,13,21,34.19,57.37,20,Wheat
8,3,31,35.41,63.84,41.24,Paddy
12,0,41,24.11,45.89,33.2,Pulses
11,0,39,30.14,55.8,53.62,Millets
9,0,10,26.12,54.01,24.44,Tobacco
7,3,33,31.19,49.02,53.05,Oil seeds
16,0,34,32.4,60.04,70,Maize
9,5,24,31.7,56.56,58.11,Barley
25,1,20,34.39,56,39.22,Cotton
22,1,23,25.77,48.22,37.18,Pulses
25,0,19,28.91,54,43.35,Paddy
39,0,4,27.59,46.47,42.99,Millets
7,0,39,38.75,59.06,26.59,Pulses
36,4,0,22.57,45.63,25.22,Pulses
36,0,3,31.88,55.48,48.99,Sugarcane
16,4,40,22.37,54.2,28.21,Pulses
10,12,13,35.64,58.25,43.11,Barley
11,0,17,37.92,63.52,57.65,Barley
28,4,25,34.96,62.17,32.1,Barley
6,4,29,35.87,67.72,56.45,Pulses
14,2,29,30.72,58.49,48.86,Millets
7,1,14,27.1,54.31,64.72,Ground Nuts
13,0,34,31.63,59.3,36.89,Pulses
9,10,32,31.94,49.09,33.57,Sugarcane
22,0,24,36.29,66.45,28.19,Tobacco
5,6,31,25.13,65.26,63.03,Millets
9,0,11,33.23,54.63,32.08,Maize
12,4,38,30.1,76.55,35.94,Maize
13,3,13,33.57,71.2,44.05,Barley
21,0,25,25.63,62.5,43.69,Sugarcane
9,6,26,37.36,57.89,32.72,Millets
14,0,31,36.23,62.8,42.68,Maize
13,0,42,33.26,56.71,62.07,Paddy
11,0,16,26.65,60.53,40.45,Barley
10,2,37,27.97,63.97,29.3,Oil seeds
1,19,19,36.16,66.29,49.05,Barley
15,0,44,32.12,77.29,69.64,Tobacco
7,0,11,28.77,55.31,61.58,Tobacco
26,0,14,36.4,55.65,42.68,Wheat
13,0,10,31.39,55.54,33.3,Wheat
35,3,4,29.26,52.37,64.7,Wheat
36,2,0,31.07,66.31,35.37,Tobacco
10,4,32,31.2,67.76,37.33,Barley
1,20,19,20.79,49.45,31.93,Oil seeds
10,0,36,35.08,64.76,34.93,Paddy
10,3,37,31.09,53.5,30.38,Oil seeds
22,0,28,36.48,63.8,37.03,Paddy
11,7,31,27.47,63.37,35.75,Paddy
16,0,14,29.7,47.21,42.8,Millets
41,0,0,34.31,64.07,56.1,Ground Nuts
14,15,18,35.48,77.07,59.6,Millets
5,19,19,35.01,60.31,41.09,Cotton
11,13,19,26.86,64.6,67.51,Pulses
41,0,0,37.76,69.09,42.99,Tobacco
6,6,28,30.43,52.13,20,Paddy
2,7,27,36.99,61.66,67.74,Sugarcane
21,3,25,32.06,71.03,52.21,Wheat
13,11,27,25.99,48.98,52.04,Ground Nuts
18,4,40,36.61,59.51,61.5,Maize
15,3,44,32.43,61.18,35.98,Oil seeds
6,14,12,32.76,64.72,70,Cotton
15,2,38,27.35,57.23,20,Paddy
9,8,12,27.35,70.98,53.73,Pulses
15,1,13,32.86,69.27,40.03,Cotton
42,0,1,39.57,71.95,48.79,Sugarcane
8,11,27,31.94,67.97,36.56,Cotton
1,17,16,36.37,55.52,51.42,Ground Nuts
41,0,0,29.41,64.67,26.84,Ground Nuts
40,2,0,23.65,51.65,42.94,Tobacco
5,9,31,27.69,66.82,69.38,Millets
12,12,33,27.83,53.18,51.26,Maize
5,2,11,34.25,59.46,35.3,Cotton
4,0,6,29.01,58.63,70,Tobacco
15,1,35,28.44,61.71,20,Oil seeds
26,0,19,35.82,70.09,65.76,Cotton
35,0,0,23.74,59.52,37.9,Millets
37,0,3,26.4,61.18,44.59,Cotton
34,1,4,30.59,51.1,29.61,Tobacco
33,0,0,24.26,47.47,41.47,Barley
15,0,35,37.07,65.57,29.2,Millets
43,2,0,31.17,47.4,35.26,Barley
11,4,5,26.04,57.17,58.73,Maize
5,3,30,32.02,49.9,34.01,Barley
8,3,9,37.64,71,34.45,Paddy
10,4,37,40,51.91,51.48,Pulses
9,9,29,40,64.82,34.91,Millets
7,0,37,34.52,54.84,20.39,Millets
5,0,13,24.19,52.78,62.25,Paddy
45,0,0,28.3,44.16,37.12,Millets
40,0,0,28.56,50.73,40.11,Ground Nuts
33,0,0,25.84,48.25,28.97,Maize
16,2,35,32.82,72.68,67.27,Cotton
15,9,11,29.11,41.5,57.5,Tobacco
11,5,31,40,79.27,54.52,Oil seeds
20,4,17,32.51,74.08,30.77,Wheat
7,11,18,34.34,64.59,64.54,Maize
8,4,25,31.72,46.57,33.12,Maize
41,0,0,26.61,46.44,31.61,Tobacco
37,0,0,34.99,61.26,46.53,Oil seeds
34,0,0,28.46,47.43,43.66,Maize
9,0,9,29.07,61.08,27.49,Pulses
8,4,10,31.91,56.92,56.68,Wheat
9,1,33,27.05,67.65,49.4,Pulses
40,1,3,27.35,60.19,38.46,Paddy
35,3,0,30.24,57.27,33.81,Cotton
11,1,10,27.47,50.13,43.95,Maize
17,0,24,29.17,56.11,33.33,Sugarcane
9,2,6,28.47,43.34,70,Ground Nuts
15,20,12,26.53,54.66,31.33,Wheat
13,4,36,25.42,59.82,44.93,Barley
20,0,18,33.41,51.2,45.61,Maize
4,4,29,30.22,54.1,24.22,Cotton
41,3,2,24.58,46.1,28.15,Paddy
12,3,9,24.28,65.84,55.13,Ground Nuts
36,1,0,37.55,64.6,43.06,Millets
18,4,41,24.94,59.33,39.15,Barley
25,0,15,31.22,71.21,39.47,Pulses
11,0,17,29.92,70.82,61.95,Pulses
14,2,40,29.22,57.62,50.47,Oil seeds
43,2,0,29.23,69.81,40.31,Oil seeds
8,1,11,23.9,45.41,23.75,Oil seeds
11,0,11,21.36,44.67,49.8,Oil seeds
11,9,32,25.73,50.6,20,Pulses
5,12,29,24.48,49.05,33.85,Tobacco
13,17,9,36.65,55.69,61.93,Ground Nuts
25,0,28,35.8,52.09,38.81,Tobacco
23,4,17,30.7,65.78,39.17,Barley
9,12,33,26.47,52.63,37.92,Pulses
17,3,9,28.61,63.87,29.29,Cotton
19,2,40,33.19,51.22,31.92,Tobacco
8,14,14,34.34,59.1,53.66,Pulses
13,11,10,31.92,64.08,56.9,Barley
13,5,24,24.19,48.21,44.34,Paddy
9,12,28,32.55,64.38,28.02,Oil seeds
17,0,38,30.08,65.89,54.29,Sugarcane
19,2,14,31.67,50.73,39.1,Wheat
14,2,34,30.61,57.26,56.71,Oil seeds
40,0,2,29.32,47.61,44.18,Wheat
34,0,2,40,77.37,53.95,Sugarcane
8,0,32,33.43,54.28,50.93,Ground Nuts
9,4,31,33.69,65.59,44.33,Sugarcane
6,0,10,22.93,58.97,53.96,Sugarcane
44,4,0,22.07,43.99,24.58,Sugarcane
9,17,17,30.94,49.05,21.4,Paddy
10,0,8,22.15,48.66,61,Oil seeds
14,3,33,35.01,61.43,53.19,Wheat
8,12,33,27.47,49.35,52.45,Wheat
35,3,0,30.34,71.91,39.7,Oil seeds
10,0,42,26.1,47.87,27.14,Wheat
6,23,18,37.5,61.09,54.31,Wheat
19,1,18,31.12,67.16,45.77,Barley
13,1,31,38.12,68.6,34.16,Oil seeds
4,11,25,33.08,69.06,68.37,Oil seeds
35,0,3,37.86,56.43,47.62,Tobacco
4,10,37,32.29,49.94,49.05,Cotton
17,4,40,29.64,66.03,65.05,Tobacco
11,1,31,31.15,52.04,47.36,Paddy
16,0,10,32.31,64.95,55.13,Cotton
20,0,20,31.39,65.28,55.06,Sugarcane
16,1,43,31.23,47.26,33.63,Wheat
37,0,0,33.15,56.83,29.47,Millets
22,3,19,28.74,45.6,40.97,Maize
10,9,31,36.5,63.95,29.3,Sugarcane
13,1,40,31.25,65.16,61.75,Barley
15,9,12,31.34,65.3,45.94,Cotton
17,0,14,39.17,60.87,33.65,Sugarcane
20,0,17,22.03,55.73,44.87,Wheat
11,0,11,29.57,61.19,62.88,Paddy
41,3,1,37.28,59.54,42.77,Oil seeds
35,0,0,30.44,73.8,29.62,Maize
16,0,9,28.69,53,41.72,Pulses
7,10,17,27.38,58.03,33.27,Barley
8,9,13,32.77,69.64,45.76,Wheat
7,10,28,36.41,64.96,59.81,Sugarcane
19,1,28,33.79,66.5,37.64,Wheat
17,0,31,30.15,60.11,44.88,Maize
18,4,21,35.75,72.31,48.51,Sugarcane
41,0,3,32.08,58.58,35.11,Millets
15,12,16,26.02,63.08,29.67,Oil seeds
37,2,0,29.95,45.82,45.65,Ground Nuts
21,0,19,29.26,50.69,34.13,Ground Nuts
5,16,17,28.69,51.59,39.81,Barley
13,3,6,24.47,41.96,66.66,Ground Nuts
13,15,9,37.73,63.94,57.35,Oil seeds
43,0,0,32.67,56.69,27.33,Cotton
13,13,20,27.86,60.04,35.19,Ground Nuts
39,0,2,29.87,53.12,36.23,Barley
27,0,17,33.95,67.07,62.06,Tobacco
21,0,19,22.85,48.3,34.63,Tobacco
5,0,8,28.65,55.95,65.2,Wheat
17,18,18,29.16,60.54,23.72,Maize
7,8,30,40,67.52,54.89,Sugarcane
3,12,29,25.43,65.1,28.58,Wheat
13,0,36,31.04,55.09,20,Cotton
9,11,26,39.18,63.25,53.62,Wheat
24,0,19,27.84,60.23,45.59,Paddy
5,6,31,27.65,53.31,61.72,Millets
14,4,39,40,66.91,30.02,Millets
7,0,46,26.64,56.92,41.8,Oil seeds
42,0,2,33.92,70.15,30.72,Oil seeds
39,0,0,30.11,59.1,51.32,Maize
10,13,19,27.9,64.75,32.03,Pulses
12,0,15,25.22,53.73,30.89,Sugarcane
3,14,15,29.14,53.05,39.37,Millets
38,3,0,32.25,57.98,33.41,Barley
15,0,37,25.26,57.8,26.57,Sugarcane
21,0,23,30.43,47.52,45.72,Oil seeds
41,4,0,27.7,45.51,25.68,Oil seeds
15,3,8,22.92,45.66,20.23,Maize
16,0,34,35.68,58.08,28.71,Paddy
18,4,17,22.5,42.27,32.46,Maize
13,0,18,28.63,54.93,54.17,Oil seeds
10,0,33,33.93,53.66,42.21,Tobacco
10,3,31,31.52,60.7,46.13,Millets
43,0,0,27.84,69.92,32.53,Paddy
13,0,40,30.09,63.88,29.57,Barley
41,0,4,30.66,73.88,52.09,Barley
42,0,0,30.75,60.98,45.39,Pulses
12,3,25,24.83,53.1,42.24,Maize
3,19,14,29.26,43.57,38.57,Wheat
10,3,13,33.46,60.05,38.08,Maize
16,0,41,37.04,64.29,36.18,Barley
10,7,26,38.74,57.13,29.33,Maize
12,0,44,30.89,51.81,22.19,Millets
14,0,41,32.42,64.25,35.46,Wheat
19,4,20,24.94,59.04,40.73,Paddy
13,4,37,24.57,56.6,34.73,Pulses
2,10,32,34.8,58.49,45.25,Oil seeds
7,0,37,25.54,65.98,69.67,Sugarcane
11,0,42,33.34,55.85,23.34,Sugarcane
40,0,4,29.55,56.78,47.37,Wheat
21,3,16,27.34,51.79,44.97,Tobacco
17,0,34,27.57,60.98,50.89,Tobacco
16,2,16,35.14,67.73,25.02,Pulses
26,0,20,33.45,62.3,57.89,Oil seeds
38,0,1,34.73,60.41,49.08,Millets
4,0,15,34.28,68.72,56.54,Tobacco
10,3,28,30.2,54.14,39.71,Maize
39,0,0,38.61,75.37,60.29,Millets
2,9,32,32.47,65.43,40.33,Sugarcane
42,0,0,31.28,72.17,31.32,Pulses
3,20,21,36.14,63.2,37.97,Sugarcane
21,0,23,27.09,52.83,49.64,Barley
26,0,15,28.62,51.24,41.5,Paddy
18,0,28,29.46,59.83,48.05,Millets
37,0,2,35.21,61.64,45.77,Maize
26,3,21,35.02,64.12,70,Millets
13,6,24,33.34,59.29,44.65,Oil seeds
13,15,15,33.5,58.47,55.58,Oil seeds
9,2,38,25.03,57.3,62.78,Paddy
24,3,23,32.43,70.44,32.33,Tobacco
20,0,14,29.68,59.53,42.04,Maize
36,4,0,30.83,69.5,31.71,Oil seeds
36,3,0,29.84,46.49,36.19,Barley
38,4,0,31.89,47.95,33.53,Paddy
25,4,22,30.41,53.73,52.34,Millets
31,0,1,29.82,58.39,34.31,Oil seeds
13,0,11,29.69,68.57,47.16,Wheat
11,0,34,31.03,67.49,41.49,Oil seeds
17,0,25,30.98,62.94,45.32,Pulses
40,3,0,23.66,48.21,29.87,Tobacco
22,1,17,25.86,56.56,25.32,Oil seeds
12,8,34,24.37,52.52,35.28,Maize
16,0,41,35.64,78.63,32.96,Ground Nuts
21,0,18,34.27,53.73,40.07,Millets
10,0,11,28.27,53.31,44.56,Maize
15,0,37,36.59,60.09,43.56,Sugarcane
9,4,36,21.74,43.12,38.4,Oil seeds
6,14,9,26.44,66.54,46.85,Tobacco
8,0,18,28.84,67.18,30.09,Maize
12,0,40,36,66.76,66.18,Tobacco
37,0,1,35.56,58.03,40.89,Paddy
15,0,14,35.35,55.95,45.52,Paddy
20,0,19,26.74,52.72,36.02,Wheat
9,0,37,37.23,75.19,30.93,Ground Nuts
5,6,30,28.35,64.21,60.8,Tobacco
17,0,21,21.54,44.06,29.56,Maize
10,0,13,33.42,58.66,41.67,Tobacco
13,1,34,32.22,54.87,69.52,Cotton
36,0,3,32.39,62.04,43.21,Paddy
33,0,0,27.02,45.11,48.36,Tobacco
7,0,3,24.06,61.27,35.5,Barley
13,14,8,21.63,46.14,40.71,Cotton
8,5,28,23.77,56.55,20,Barley
36,2,0,21.54,46.95,31.7,Paddy
41,4,0,23.2,50.07,39.24,Maize
9,13,26,36.02,60.38,61.57,Pulses
19,0,23,34.17,61.19,52.4,Oil seeds
39,0,0,22.6,55.01,40.3,Cotton
26,2,16,27.44,57.01,28.59,Wheat
4,11,20,25.8,48.06,42.13,Cotton
11,3,39,39.49,59.18,34.57,Cotton
13,11,18,26.64,53.53,43.92,Oil seeds
13,0,17,32.09,75.71,34.53,Barley
39,1,0,25.79,48.09,58.09,Pulses
24,4,15,24.8,52.55,31.96,Barley
14,4,36,33.69,70.29,30.14,Pulses
11,0,38,29.34,50.88,56.44,Cotton
11,3,40,37.46,66.33,49.74,Pulses
30,0,2,33,70.78,53.38,Maize
8,3,35,25.32,60.92,27.45,Cotton
11,0,39,30.49,62.68,54.33,Sugarcane
6,0,34,30.32,74.54,28.58,Pulses
12,0,6,32,69.46,51.38,Cotton
12,0,36,30.09,50.47,63.24,Barley
7,14,14,32.55,61.3,70,Tobacco
25,0,22,29.27,44.77,37.58,Maize
16,0,36,28.93,67.15,49.11,Pulses
13,0,33,27.16,59.89,53.85,Millets
34,4,4,33.73,70.72,33.03,Maize
15,0,41,39.43,54.27,49.34,Maize
6,8,14,26.07,69.48,54.33,Oil seeds
17,0,25,32.35,60.72,43.59,Millets
10,5,32,34.2,76.61,35.31,Sugarcane
37,2,0,34.55,55.64,37.76,Barley
25,0,22,20.22,58.88,39.39,Sugarcane
40,3,1,33.17,52.85,22.87,Cotton
38,0,0,37.79,67,32.71,Paddy
13,3,34,27.98,60.54,46.23,Maize
10,14,21,27.24,51.2,39.43,Millets
34,0,0,34.9,57.7,66.08,Wheat
7,0,10,31.77,61.86,29.83,Millets
21,0,26,27.38,63.54,38.63,Ground Nuts
34,0,0,30.85,61.14,54.1,Sugarcane
12,13,31,34.43,53.83,67.15,Maize
14,6,27,32.02,55.71,67.83,Maize
41,0,3,30.87,48.15,28.62,Oil seeds
15,19,14,30.34,65.67,31.36,Barley
7,10,25,39.88,61.95,47.99,Ground Nuts
7,18,17,25.91,49.54,54.66,Oil seeds
8,17,19,26.43,46.63,42.08,Maize
16,2,40,30.48,65.53,69.54,Oil seeds
35,0,0,36.97,55.81,41.5,Ground Nuts
7,3,39,27.63,60.94,44.64,Paddy
3,16,11,24.24,45.83,31.62,Paddy
38,0,4,36.09,59.96,40.07,Wheat
26,0,19,29.1,73.96,55.31,Oil seeds
8,18,21,31.11,59.97,37.7,Tobacco
9,17,15,22.24,53.86,57.32,Ground Nuts
20,0,23,27.82,55.13,42.05,Tobacco
7,0,42,39.12,70.65,46.22,Maize
27,0,17,25.31,51.79,51.38,Tobacco
39,0,1,31.03,60.24,49.2,Sugarcane
11,0,10,34.83,50.31,46.32,Millets
8,0,43,37.71,79.73,38.27,Paddy
16,18,13,24.45,67.55,32.45,Ground Nuts
11,0,37,37.69,72,68.84,Oil seeds
39,0,0,29.54,53.63,58.72,Paddy
35,0,3,29.25,48.93,39.46,Paddy
11,10,9,26.75,59.07,20,Barley
13,2,40,22.76,48.63,20.61,Sugarcane
14,8,19,24.26,46.73,63.59,Millets
12,7,32,31.35,50.33,31.43,Tobacco
8,12,27,35.06,63.37,43.28,Cotton
34,0,0,35.85,66.05,54.54,Paddy
42,4,0,35.75,63.33,35.33,Oil seeds
22,0,16,24.06,50.18,49.03,Millets
19,0,27,35.64,52.08,40.4,Wheat
27,1,23,30.3,48.94,35.02,Ground Nuts
21,0,20,30.14,73.6,67.33,Tobacco
10,8,26,33.84,63.74,29.44,Cotton
11,0,44,31.5,63.37,26.54,Wheat
5,11,28,31.37,66,54.39,Millets
38,0,0,24.09,56.99,25.25,Sugarcane
5,6,35,28.75,58.24,64.26,Cotton
8,14,23,29.46,54.26,34.31,Paddy
21,1,15,32.22,54.1,33.62,Ground Nuts
10,22,12,29.28,59.35,30.16,Cotton
9,0,38,25.75,50.81,43.31,Barley
43,0,0,29.84,52.93,40.42,Oil seeds
11,0,15,31.58,72.67,27.01,Maize
26,0,27,35.52,53.01,36.3,Sugarcane
10,14,31,24.01,50.76,23.95,Sugarcane
12,0,35,28.52,53.93,37.44,Oil seeds
6,11,35,27.56,69.63,55.59,Barley
13,7,19,34.13,60.59,68.17,Tobacco
11,12,28,35.28,59.92,52.55,Oil seeds
5,4,33,34.8,59.38,24.81,Paddy
35,3,0,39.55,79.33,53.87,Tobacco
21,0,22,27.27,70.2,48,Sugarcane
11,0,18,40,60.57,39.92,Pulses
13,4,39,35,71.76,41.14,Tobacco
41,4,0,32.67,72.64,62.88,Millets
14,0,16,30.88,57.26,21.02,Cotton
7,22,21,35.06,71.81,44.59,Paddy
37,0,3,27.2,53.22,65.54,Millets
11,14,16,31.64,57.41,46.37,Oil seeds
3,13,11,23.83,54.44,52.12,Cotton
6,12,33,34.53,50.56,59.52,Millets
37,4,0,32.26,46.78,65.84,Oil seeds
9,0,36,33.72,54.76,55.49,Millets
37,0,0,31.51,61.78,30,Cotton
11,4,36,39.52,68.5,46.86,Maize
25,0,18,29.04,69.4,35.7,Paddy
12,0,40,29.36,57.52,28.75,Barley
9,15,10,31.55,55.2,56.98,Millets
11,0,6,30.73,58.57,39.43,Paddy
24,0,17,21.81,44.3,53.45,Maize
14,4,44,28.73,53.76,21.09,Paddy
9,3,35,30.44,50.27,63.48,Oil seeds
19,0,17,26.71,61.14,45.55,Ground Nuts
4,5,29,33.67,60.82,20.16,Cotton
17,2,14,30.18,58.08,31.69,Tobacco
8,3,39,30.96,71.75,32,Ground Nuts
9,18,11,27.86,65.21,33.52,Wheat
40,3,1,23.48,62.95,44.68,Wheat
9,9,25,25.76,59.69,42.9,Paddy
43,0,4,34.01,66.76,38.99,Wheat
41,2,1,28.1,63.12,59.22,Wheat
17,4,19,36.54,59.79,31.06,Maize
11,3,6,36.4,64.47,41.6,Pulses
36,0,0,29.53,62.5,21.78,Cotton
8,3,9,26.54,60.09,68.52,Wheat
0,12,30,34.58,71.62,47.49,Barley
14,0,34,31.48,62.41,24.55,Sugarcane
10,22,18,34.25,73.85,41.28,Barley
22,1,21,25.08,62.43,46.48,Oil seeds
38,2,0,28.44,55.65,65.23,Pulses
33,0,1,25.89,50.14,30.58,Cotton
7,3,37,32.12,77.32,23.3,Millets
1,6,29,34.41,61.06,44.38,Barley
8,6,27,34.19,62.08,20,Paddy
6,0,12,38.22,57.94,50.07,Paddy
12,0,42,27.87,55.62,31.24,Ground Nuts
3,12,17,27.56,65.73,22.89,Tobacco
16,0,30,28.02,48.4,57.89,Maize
17,0,32,24.06,59.62,70,Sugarcane
8,3,33,23.7,61.92,38.39,Maize
5,15,12,26.86,65.22,55.92,Millets
17,0,20,33.41,52.42,48.93,Tobacco
42,3,0,24.1,54.53,37.08,Paddy
10,0,38,30.76,52.1,45.25,Ground Nuts
14,0,38,33.33,67.32,54.05,Maize
9,0,31,32.57,60.04,49.72,Ground Nuts
15,21,16,33.14,49.74,33.96,Ground Nuts
19,0,24,36.86,63.61,26.57,Oil seeds
19,0,20,31.44,53.24,45.64,Oil seeds
39,4,4,24.61,49.42,45.94,Millets
44,1,0,31.16,52.39,22.68,Maize
6,11,25,31.73,64.39,55.77,Oil seeds
34,3,4,27.73,55.39,44.28,Tobacco
27,0,21,29.91,67.67,41.74,Wheat
44,0,2,28.48,69.72,42.47,Millets
4,7,28,26.37,52.84,20,Wheat
38,0,0,37.29,68.48,37.23,Cotton
27,1,15,27.28,49.29,53.75,Ground Nuts
9,13,29,28.54,52.41,56.61,Maize
22,2,21,35.52,58.55,37.93,Oil seeds
12,2,39,34.31,59.99,45.08,Cotton
